Smiles,solvent,ppm_values
COC(=O)C(O)c1ccc(B2OC(C)(C)CC(C)(C)O2)cc1Cl,[2H]C(Cl)(Cl)Cl,25.9
C[N+](C)(C)C.Clc1cccc(SCCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)c1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-13.4
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.49
c1ccc2cc(CNB3OCCO3)ccc2c1,[2H]C(Cl)(Cl)Cl,21.1
C(#C[B-](c1ccccc1)(c1ccccc1)c1ccccc1)CCc1ccccc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.5
CC1(C)OB(c2cccc3ccccc23)OC1(C)C,[2H]C(Cl)(Cl)Cl,31.52
CC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],23.7
COc1ccc(B2OCC(C)(C)CO2)cc1,[2H]C(Cl)(Cl)Cl,26.79
CC1(C)OB(CI)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.8
CC1(C)OB(N(C(=NC2CCCCC2)P(c2ccccc2)c2ccccc2)C2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,22.4
C[N+]1(C)c2ccccc2C(c2ccccc2)(c2ccccc2)O[B-]1(F)F,[2H]C(Cl)(Cl)Cl,1.9
CCc1ccc(OCCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.C[N+](C)(C)C,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-12.4
CC1(C)OB(c2ccc3ccccc3c2-c2c(Br)ccc3ccccc23)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.8
Cc1ccc(C2=C(Br)B(O)Oc3ccccc32)cc1,[2H]OC([2H])([2H])[2H],24.64
CCB(CC)/C(CC)=C(/C)[Si](C)(C)n1ccnc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-3.2
CC(C)OC(C)CB1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.1
CC(C)C[C@H](B1OC(C)(C)C(C)(C)O1)N1C(=O)OC[C@@H]1c1ccccc1,[2H]C(Cl)(Cl)Cl,32.49
CCCC/C(B1OC(C)(C)C(C)(C)O1)=C(\c1ccccc1)c1c(C(=O)OCc2ccccc2)ccc2ccc(OC)cc12,[2H]C(Cl)(Cl)Cl,30.12
C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(OC(C)=O)cc1,[2H]C(Cl)(Cl)Cl,29.2
CC1(C)OB(N2C=CCc3ccccc32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.5
COC(=O)CCCCC(CCCc1ccc(OC)cc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,36.32
C[N+](C)(C)[BH2-]CC(=O)N(c1ccc(Br)cc1)c1ccc(Br)cc1,[2H]C(Cl)(Cl)Cl,-4.15
c1ccc2c(c1)OB(c1c(B3Oc4ccccc4O3)c(B3Oc4ccccc4O3)c(B3Oc4ccccc4O3)c(B3Oc4ccccc4O3)c1B1Oc3ccccc3O1)O2,[2H]OC([2H])([2H])[2H],29.3
C[N+](C)(C)C.Cc1cn(CCCC#C[B-](c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc12,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-8.5
c1ccc2c(c1)SB(c1cc(B3Sc4ccccc4S3)cc(B3Sc4ccccc4S3)c1)S2,[2H]C(Cl)(Cl)Cl,61.0
COB1Oc2c(cc(C(C)(C)C)cc2C(C)(C)C)CN1CCCCN1Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2OB1OC,[2H]C(Cl)(Cl)Cl,20.7
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(Br)Br)[B-](Br)(Br)C1,[2H]C(Cl)(Cl)Cl,-5.9
Cc1cc(C)c(B(Sc2ccccc2)B(Sc2ccccc2)c2c(C)cc(C)cc2C)c(C)c1,[2H]C(Cl)(Cl)Cl,80.6
COc1ccc(C(=O)C(CBr)B2OC(=O)CN(C)CC(=O)O2)cc1Br,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.41
CC1(C)CC(C)(C)OB(c2ccc(C=O)c(F)c2F)O1,[2H]C(Cl)(Cl)Cl,25.7
CCCCCCN(CCCCCC)C(=O)c1cccc(F)c1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.0
[BH2-]1c2n(Cc3ccccc3)cc[n+]2[BH2-]c2n(Cc3ccccc3)cc[n+]21,[2H]C(Cl)(Cl)Cl,-18.6
CCCC/C=C/[C@@](C)(Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,33.3
c1ccc2cc(B3O[C@H](C4CCCCC4)[C@@H](C4CCCCC4)O3)ccc2c1,[2H]C(Cl)(Cl)Cl,31.5
CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccc(-c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,36.61
COC(=O)[C@H](C)NC(=O)C(F)(F)CC(Br)[B-]12OC(=O)C[N+]1(C)CC(=O)O2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.51
C[N+](C)(C)[B-](Cc1ccccc1)(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,-6.0
CC(C)(C)/C=C(\B1C(Br)=Cc2ccccc2N1C1CCCC1)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,39.75
COc1ccccc1C1C(B2OC(C)(C)C(C)(C)O2)C1(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.4
C=CCB(CC=C)C(CC=C)=C([SiH](c1ccccc1)c1ccccc1)[SiH](c1ccccc1)c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],76.2
OCCN1CC[NH+]([B-](O)(c2ccccc2)c2ccccc2)CC1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],4.0
[BH3-][n+]1ccn(Cn2cc[n+]([BH3-])c2)c1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-18.4
Cc1cccc(Nc2ccc3n2[B-](F)(c2ccccc2)[N+]2=C(Cl)C=CC2=C3c2ccccc2)c1,[2H]C(Cl)(Cl)Cl,3.15
COC(=O)[BH-](C#N)[N+]1(C)C=CN=C1,[2H]C(Cl)(Cl)Cl,-18.1
CSc1ccc2c(c1)OBO2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.5
CC1(C)OB(N(C(=O)P(c2ccccc2)c2ccccc2)C2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,24.7
COc1cc(OC)cc(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,30.8
Clc1cc(Cl)c2c(c1)-c1cccc[n+]1[BH2-]2,[2H]C(Cl)(Cl)Cl,-8.39
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)C1CCN(C(=O)OC(C)(C)C)CC1,[2H]C([2H])([2H])C#N,9.21
CC(C)(C)[N+]1=CC=[N+](C(C)(C)C)[B-]1(Cl)Cl.Cl[B-](Cl)(Cl)Cl,[2H]C([2H])([2H])C#N,7.7
COC(=O)c1ccc(C)cc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.2
CCCCC[C@H](NC(=O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,20.8
COc1ccc2ccccc2c1B1C=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,37.08
CC[B-]1(CC)Oc2ccccc2C[N+]1(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],8.2
C[Si](C)(C)C#[N+][B-](C#N)(C#N)C#N,[2H]C([2H])([2H])C#N,67.52
C[N+]1(C)Cc2ccccc2[B-]1(OC(=O)C(F)(F)F)c1ccccc1,[2H]C(Cl)(Cl)Cl,11.3
COc1cc(B2OC(C)(C)C(C)(C)O2)c(C(C)[SiH](C)C)c(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,32.22
CC1(C)OB([C@@H]2[C@H](c3cccc4ccccc34)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.4
C=CCB(CC=C)C1=C([Si](C)(C)C)[Si@H](C)CCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],77.5
CC1(C)OB(NB2OC(C)(C)C(C)(C)O2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],25.2
CN(C)C(=O)c1cc(F)ccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,30.3
CC[NH+](CC)[BH-](C#N)C(=O)O,[2H]O[2H],-17.6
CC(C)(C)OC(=O)N1CCC([C@H](CCCCc2ccccc2)B2OC(C)(C)C(C)(C)O2)CC1,[2H]C(Cl)(Cl)Cl,36.14
FC(F)(F)c1cc(C(F)(F)F)c(B(Cl)Cl)c(C(F)(F)F)c1,[2H]C(Cl)(Cl)Cl,56.8
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc(-c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,-25.86
CCOC(=O)c1cc(B2OC(C)(C)CC(C)(C)O2)ccc1C=NO[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.2
[2H]C(CCCc1ccccc1)B1Nc2cccc3cccc(c23)N1,[2H]C(Cl)(Cl)Cl,32.35
CC1(C)O[C@H]2O[C@H]([C@H]3COC(C)(C)O3)[C@H](OC(=O)CCCC[C@H](NC(=O)c3ccccc3)B3OC(C)(C)C(C)(C)O3)[C@H]2O1,[2H]C(Cl)(Cl)Cl,17.7
C[N+](C)(C)[BH2-]c1cc(-c2ccccc2)nc(N)n1,[2H]C(Cl)(Cl)Cl,-3.9
COc1ccc2ccc(C(=O)OC3CCC3)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,29.68
COc1ccc(-c2ccc3c4c2ccc[n+]4[B-](c2ccc(C(C)(C)C)cc2)(c2ccc(C(C)(C)C)cc2)O3)cc1,[2H]C(Cl)(Cl)Cl,12.0
Cc1cc(B2OC(C)(C)CC(C)(C)O2)c(F)cc1C=O,[2H]C(Cl)(Cl)Cl,26.0
CC[Si](C#CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1)(CC)CC,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],9.71
Cc1cccc(C(CB2OC(C)(C)C(C)(C)O2)c2c(F)c(F)c(C#N)c(F)c2F)c1,[2H]C(Cl)(Cl)Cl,33.1
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)OB(O[Si](C)(C)C)N(CCCCN1Cc3cc(C(C)(C)C)cc(C(C)(C)C)c3OB1O[Si](C)(C)C)C2,[2H]C(Cl)(Cl)Cl,19.6
CCN(CC)C(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,28.35
ClB1C=C(c2ccccc2)CC(Cl)C1,[2H]C(Cl)(Cl)Cl,62.3
CC1=C(c2ccccc2)B(c2ccccc2)C(c2ccccc2)=C(C)[Si](C)(C)[Si]1(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],72.0
C[N+](C)(C)[BH2-]c1nc2ccccc2nc1Cl,[2H]C(Cl)(Cl)Cl,-5.8
CN(CC1CCCCC1)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.5
OB(c1ccc2ccccc2c1-c1cccc2ccccc12)c1ccc2ccccc2c1-c1cccc2ccccc12,[2H]C(Cl)(Cl)Cl,47.1
CC[B-]1(CCCCCC[B-]2(CC)CCCC3=[N+]2CC=C3)CCCC2=[N+]1CC=C2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-5.1
C=CCC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1cccc(Cl)c1,[2H]C(Cl)(Cl)Cl,32.1
Cn1c2[n+](c3ccccc31)[B-](c1ccccc1)(c1ccccc1)NC(N)=N2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.8
CCCCB(OS(C)(=O)=O)OS(C)(=O)=O,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],26.0
CC1(C)COB(/C=C/c2ccccc2)OC1,[2H]C(Cl)(Cl)Cl,30.2
CCN(CC)B1CC=Cc2ccccc21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],40.8
ClB1CCCCCCC1,[2H]C(Cl)(Cl)Cl,78.3
CC1(C)OB([C@@H]2[C@H](c3ccc4sccc4c3)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.6
COC(=O)c1cncc(/C=C/B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,28.5
CCC(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,35.17
O=C1NB(c2cccc(C(F)(F)F)n2)Nc2ccccc21,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],29.17
Fc1ccc(Cl)c2c1-c1cccc[n+]1[BH2-]2,[2H]C(Cl)(Cl)Cl,-8.08
COc1ccccc1C(=O)/C(B1OC(=O)CN(C)CC(=O)O1)=C(/C)Br,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],9.72
[N-]=[N+]=N[B-](N=[N+]=[N-])(c1ccccc1F)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,3.0
CN(C)[B-](C#[N+]C(C)(C)C)(C(F)(F)F)C(F)(F)F,[2H]C([2H])(Cl)Cl,-6.0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)OCCC/C=C/B2OC(C)(C)C(C)(C)O2)cc1,[2H]C(Cl)(Cl)Cl,30.3
CC(OB1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,22.09
[BH3-][P@+]1(Oc2cccc(O[P@+]3([BH3-])O[C@@H](c4ccccc4)C(C)(C)C(C)(C)O3)c2)O[C@H](c2ccccc2)C(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,-42.0
C[N+](C)(C)[BH2-]c1ccc2ccccc2n1,[2H]C(Cl)(Cl)Cl,-3.4
CC(c1ccc([Si](C)(C)C)cc1B1OC(C)(C)C(C)(C)O1)[SiH](C)C,[2H]C(Cl)(Cl)Cl,31.93
CC[SiH](CC)C(C)c1cc2ccccc2cc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,31.34
Cc1ccccc1/C=C(/B1OC(C)(C)C(C)(C)O1)N1CCOC1=O,[2H]C(Cl)(Cl)Cl,29.46
COc1ccc(P(=C([I+]c2ccccc2)C(C)=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.F[B-](F)(F)F,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.18
CC(C)(C)P(B(Cl)C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.8
COC(=O)c1ccccc1B1Nc2cccc3cccc(c23)N1,[2H]C(Cl)(Cl)Cl,31.0
CC(C)(C)OC(=O)N1CCC(C23CC(B4OC(C)(C)C(C)(C)O4)(C2)C3)C1,[2H]C(Cl)(Cl)Cl,30.8
COc1cc(OC)nc(Nc2ccc3n2[B-](F)(c2ccccc2)[N+]2=C(Nc4ccc(C)cc4)C=CC2=C3c2ccccc2)n1,[2H]C(Cl)(Cl)Cl,3.59
F[B-]1(c2ccsc2)n2c(Cl)ccc2C(c2ccccc2)=C2C=CC(Cl)=[N+]21,[2H]C(Cl)(Cl)Cl,3.28
CC1(C)OB([C@@H]2[C@H](c3ccccc3)[C@@]2(C)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,33.0
CC1(C)OB([C@]2(Cc3ccccc3)C[C@H](c3ccc4ccccc4c3-c3nccc4ccccc34)C2)OC1(C)C,[2H]C(Cl)(Cl)Cl,36.1
C#C/C(CCCC)=C(/CCC)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.5
CC1(C)OB([C@@H](Cc2ccc(Cl)cc2)N2CCOC2=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,32.28
O=C(OB1C2CCCC1CCC2)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12.9
[BH3-][P@+]1(OCC(C)(C)CO[P@+]2([BH3-])O[C@@H](c3ccccc3)C(C)(C)C(C)(C)O2)O[C@H](c2ccccc2)C(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,-43.1
C=CC1CC(B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)=CC1(C(=O)OC)C(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,29.7
COC(=O)c1ccccc1-c1nnc(-c2ccc(Cn3c(=O)c([BH2-][N+](C)(C)C)nc4ccccc43)cc2)o1,[2H]C(Cl)(Cl)Cl,-6.1
COc1ccc2cc(C(C)[BH2-][N+](C)(C)C)ccc2c1,[2H]C(Cl)(Cl)Cl,0.57
C[Si](C)(C)[N+](=[B-](NC1CCCCC1)C1CCc2ccccc21)[Si](C)(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],32.9
Clc1ccc2[n+](c1)[B-](c1ccccc1)(c1ccccc1)c1ccccc1N2,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],-0.65
Cc1ccc(CC(C)B2OC(C)C(C)O2)cc1C,[2H]C(Cl)(Cl)Cl,34.31
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(OC)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],10.07
CC(C)(C)N1C=CN(C(C)(C)C)B1C#Cc1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],17.0
N#C[BH2-][NH2+]CCCC[NH2+][BH2-]C#N,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],24.4
CCOC(=O)C[BH-](c1n(C)cc[n+]1C)C(C(=O)OC)c1ccc(F)cc1,[2H]C(Cl)(Cl)Cl,-16.5
C/[B-](=C(\[Si](C)(C)C)[Si](C)(C)Cl)[n+]1c(C)cc(C)cc1C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],40.9
CCC1=C(C)C2=C(c3cccc([N+](=O)[O-])c3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,[2H]C(Cl)(Cl)Cl,3.82
O=S(=O)(O[B@-]12CCCC3=[N+]1[C@@H](C=C3)CCC2)C(F)(F)F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],13.9
CC1(C)COB(CC(O)COc2ccccc2)OC1,[2H]C(Cl)(Cl)Cl,29.74
Cc1cc(B2OC(C)(C)CC(C)(C)O2)cc(C)c1Br,[2H]C(Cl)(Cl)Cl,26.4
COP(=O)(OC)[C@@H]([BH2-][P+](C)(c1ccccc1)c1ccccc1)c1ccc(C#N)cc1,[2H]C(Cl)(Cl)Cl,-26.18
O[B-](OCC[NH+]1CCCCC1)(c1ccccc1)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],12.0
CC1(C)CCCC(C)(C)N1B1P2B(N3C(C)(C)CCCC3(C)C)P1[Si]21P2B(N3C(C)(C)CCCC3(C)C)P1B2N1C(C)(C)CCCC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],48.6
CC(C)(C)B(Cl)C1(B(Cl)C(C)(C)C)B(Cl)C([Si](C)(C)C)([Si](C)(C)C)B1Cl,[2H]C(Cl)(Cl)Cl,69.0
CCN1B(C(=CC(C)(C)C)/C(=C/C(C)(C)C)B2C=Cc3ccccc3N2CC)C=Cc2ccccc21,[2H]C(Cl)(Cl)Cl,38.53
Clc1ccc2c(c1)OBO2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.2
c1ccc(B(OB(c2ccccc2)c2ccccc2)c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,46.1
C[N+](C)(C)[B@@H-](C#N)C(=O)O,[2H]C(Cl)(Cl)Cl,-12.6
C[n+]1ccc2ccccc2c1.O[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]C([2H])(Cl)Cl,-4.1
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(C(C)(C)C)cc1,[2H]C([2H])([2H])C#N,9.46
CC(C)(C)C1=[N+]2[N+](=C(C(C)(C)C)C[B-]2(I)I)[B-](I)(I)C1,[2H]C(Cl)(Cl)Cl,-34.2
C[NH+](C)[B-](C(F)(F)F)(C(F)(F)F)C1(C#N)CC1,[2H]C([2H])([2H])C#N,-8.7
CN(C(=O)OC(C)(C)C)[C@@H](CCc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,16.0
COB1C[C@@H]2C[C@H](C)C[C@H](C1)C2,[2H]C(Cl)(Cl)Cl,54.5
C[C@H](/N=C/C1C(=C(c2ccccc2)c2ccccc2)OB(NC(C)(C)C)N1[C@H](C)C1CCCCC1)C1CCCCC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],24.6
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)B2Cl)c(C)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21.9
CB(Br)c1ccc(B(C)Br)cc1,[2H]C(Cl)(Cl)Cl,72.3
COP(=O)(OC)[C@@H]([BH2-][P+](C)(C)C)c1ccc(-c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,-25.14
CC1(C)OB(/C=C\C(=C/c2ccccc2Cl)[C@@H](NC(=O)c2ccccc2)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,30.0
COC(=O)CC[C@H](NC(=O)C(F)(F)CC(I)[B-]12OC(=O)C[N+]1(C)CC(=O)O2)C(=O)OC,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],10.69
C[N+]1(C)Cc2ccccc2O[B-]1(Cl)Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],7.3
[2H]C([2H])([2H])OB1Oc2ccccc2O1,[2H]OC([2H])([2H])[2H],19.0
Cc1ccc(C2=[N+]3C(=C(c4ccccc4)c4ccc(/C=C/c5ccccc5)n4[B-]3(F)c3ccccc3)C=C2)cc1,[2H]C(Cl)(Cl)Cl,4.8
Fc1cccc2c1OBO2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],29.2
COc1ccc2ccc(C(=O)OCC(C)(C)CCCOc3cc(C)ccc3C)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,30.9
COc1ccc2ccc(C(=O)OCc3ccc4c(c3)OCO4)c(/C(=C(\B3OC(C)(C)C(C)(C)O3)c3ccccc3)c3ccccc3)c2c1,[2H]C(Cl)(Cl)Cl,31.22
CO[B-]1(c2ccccc2)NC(N)=Nc2n(C)c3ccccc3[n+]21,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],0.8
[BH3-][P+](c1ccccc1)(c1ccccc1)C(C)c1ccccc1,[2H]C(Cl)(Cl)Cl,-42.62
CCCCCC/C(=C/B1OC(C)(C)C(C)(C)O1)[Si](C)(C)OC(C)C,[2H]C(Cl)(Cl)Cl,29.5
C[N+](C)(C)[BH2-]CC(=O)Nc1ccccc1C#Cc1ccccc1,[2H]C(Cl)(Cl)Cl,-3.7
CC(C)(C)C#CB(C#CC(C)(C)C)C#CC(C)(C)C,[2H]C(Cl)(Cl)Cl,38.0
CC(C)CCC[C@@H](C)[C@H]1CCC2C3CC[C@H]4C[C@@](B5Nc6cccc7cccc(c67)N5)(B5OC(C)(C)C(C)(C)O5)CC[C@]4(C)C3CC[C@@]21C,[2H]C(Cl)(Cl)Cl,28.2
CC(CCCc1ccc(F)cc1)(CB1OC(C)(C)C(C)(C)O1)/C(=N/N1CCCCC1)C(F)(F)F,[2H]C(Cl)(Cl)Cl,33.5
COc1ccc2cc([C@H](C)C[C@]3(B4OC(C)(C)C(C)(C)O4)C[C@@H](c4ccc5ccccc5c4-c4nccc5ccccc45)C3)ccc2c1,[2H]C(Cl)(Cl)Cl,38.1
Cc1cc(C)c(N(C(=O)c2ccc(B3OC(C)(C)C(C)(C)O3)s2)c2c(C)cc(C)cc2C)c(C)c1,[2H]C(Cl)(Cl)Cl,29.0
COc1ccc([B-](C)(c2ccccc2)[N+](C)(C)C)cc1,[2H]C(Cl)(Cl)Cl,-0.24
CC(C)CC(CC(C)C)O[Si](ON=C1CCc2cc(B3OC(C)(C)CC(C)(C)O3)ccc21)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.0
[NH3+]C(c1ccc(Cl)cc1)[B-](F)(F)F,[2H]OC([2H])([2H])[2H],2.51
[BH3-][N+](CCCC)(CCCC)Cc1ccccc1,[2H]C(Cl)(Cl)Cl,-13.69
Cc1ccc(B2OC(C)(C)C(C)(C)O2)c(C)c1,[2H]C(Cl)(Cl)Cl,32.0
COc1cc(B2OC(C)(C)CC(C)(C)O2)cc(F)c1C=NO[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.0
Cc1ccc(S(=O)(=O)N2B(c3ccoc3)OC(C3CCCCC3)(C3CCCCC3)[C@@H]2C(C)C)cc1,[2H]C(Cl)(Cl)Cl,30.2
CC(C)CC(CC(C)C)O[Si](ON=Cc1ccc(B2OC(C)(C)CC(C)(C)O2)c(F)c1F)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,25.7
COc1ccc2ccccc2c1B1C(c2ccc3c(c2)OCO3)=Cc2ccccc2N1Cc1ccccc1,[2H]C(Cl)(Cl)Cl,40.53
Brc1ccc(B2O[Si](c3ccccc3)(c3ccccc3)OB(c3ccc(Br)cc3)O[Si](c3ccccc3)(c3ccccc3)O2)cc1,[2H]C(Cl)(Cl)Cl,25.4
CB1c2c(F)c(F)c(F)c(F)c2-c2c(F)c(F)c(F)c(F)c21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],67.3
Fc1cc(F)cc([B-]23OCC[N+]4=Cc5ccccc5O[B-]4(c4cc(F)cc(F)c4)OCC[N+]2=Cc2ccccc2O3)c1,[2H]C(Cl)(Cl)Cl,2.7
CC[C@@H]1C(=O)C[C@@]1(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,33.1
COc1cc(B2OC(C)(C)CC(C)(C)O2)ccc1C(C)=NO[Si](OC(CC(C)C)CC(C)C)(OC(CC(C)C)CC(C)C)OC(CC(C)C)CC(C)C,[2H]C(Cl)(Cl)Cl,26.0
