feature_idx,mean_abs_shap,feature_name,feature_block
1376,0.006857557688494914,solvent_morgan_bit_135,solvent_morgan
980,0.006851985758121775,compound_morgan_bit_980,compound_morgan
320,0.006835291567151964,compound_morgan_bit_320,compound_morgan
2289,0.00673873577208055,solvent_BCUT2D_MRHI,solvent_rdkit
902,0.006731031021075526,compound_morgan_bit_902,compound_morgan
483,0.006685123617343818,compound_morgan_bit_483,compound_morgan
1181,0.006584717297295836,compound_fr_alkyl_halide,compound_rdkit
1213,0.006571534241452161,compound_fr_nitrile,compound_rdkit
323,0.006563432983558671,compound_morgan_bit_323,compound_morgan
315,0.0065323843031699245,compound_morgan_bit_315,compound_morgan
522,0.00649931451967797,compound_morgan_bit_522,compound_morgan
2272,0.0063907129166733264,solvent_HeavyAtomMolWt,solvent_rdkit
891,0.006353861516889192,compound_morgan_bit_891,compound_morgan
294,0.006309544090187966,compound_morgan_bit_294,compound_morgan
1211,0.006227341053111161,compound_fr_methoxy,compound_rdkit
598,0.006183065552732011,compound_morgan_bit_598,compound_morgan
858,0.006139793345984456,compound_morgan_bit_858,compound_morgan
630,0.006087774795875714,compound_morgan_bit_630,compound_morgan
794,0.006081812236184171,compound_morgan_bit_794,compound_morgan
4,0.006054769714557754,compound_morgan_bit_4,compound_morgan
608,0.006035158092917813,compound_morgan_bit_608,compound_morgan
855,0.005999561822358778,compound_morgan_bit_855,compound_morgan
474,0.0059680507273667475,compound_morgan_bit_474,compound_morgan
1601,0.005954249094501369,solvent_morgan_bit_360,solvent_morgan
1143,0.005950541776206341,compound_NumHDonors,compound_rdkit
905,0.005936161388461999,compound_morgan_bit_905,compound_morgan
894,0.005888806600859631,compound_morgan_bit_894,compound_morgan
876,0.005867879882660838,compound_morgan_bit_876,compound_morgan
407,0.005825447546346383,compound_morgan_bit_407,compound_morgan
399,0.0057524042564455966,compound_morgan_bit_399,compound_morgan
132,0.005720339650799253,compound_morgan_bit_132,compound_morgan
646,0.005670835008990017,compound_morgan_bit_646,compound_morgan
121,0.0056685431863978675,compound_morgan_bit_121,compound_morgan
1197,0.005660699334925025,compound_fr_ether,compound_rdkit
571,0.0056362192354008096,compound_morgan_bit_571,compound_morgan
1177,0.005629546079373199,compound_fr_Nhpyrrole,compound_rdkit
989,0.005565297777776812,compound_morgan_bit_989,compound_morgan
241,0.00555789396996012,compound_morgan_bit_241,compound_morgan
58,0.005541281934499244,compound_morgan_bit_58,compound_morgan
102,0.005526646634461628,compound_morgan_bit_102,compound_morgan
356,0.0055122234142022785,compound_morgan_bit_356,compound_morgan
2287,0.005469429030536905,solvent_BCUT2D_LOGPHI,solvent_rdkit
39,0.005407519826502423,compound_morgan_bit_39,compound_morgan
1022,0.005379181148927246,compound_morgan_bit_1022,compound_morgan
2310,0.005347499824626276,solvent_Kappa3,solvent_rdkit
1239,0.005322099871758288,compound_fr_unbrch_alkane,compound_rdkit
639,0.005288293121401746,compound_morgan_bit_639,compound_morgan
482,0.0052777172267215195,compound_morgan_bit_482,compound_morgan
345,0.005176362018450486,compound_morgan_bit_345,compound_morgan
1097,0.005004802760798304,compound_SlogP_VSA11,compound_rdkit
207,0.005001549339563993,compound_morgan_bit_207,compound_morgan
220,0.0050014614816367,compound_morgan_bit_220,compound_morgan
588,0.00498335407864756,compound_morgan_bit_588,compound_morgan
1137,0.00493864850064783,compound_NumAromaticCarbocycles,compound_rdkit
760,0.00493627117622373,compound_morgan_bit_760,compound_morgan
967,0.004935783418246021,compound_morgan_bit_967,compound_morgan
636,0.004920674536620687,compound_morgan_bit_636,compound_morgan
831,0.0048963206374427175,compound_morgan_bit_831,compound_morgan
769,0.0048825515050566135,compound_morgan_bit_769,compound_morgan
579,0.004846234774731625,compound_morgan_bit_579,compound_morgan
247,0.004835015607948773,compound_morgan_bit_247,compound_morgan
424,0.004834552880514758,compound_morgan_bit_424,compound_morgan
824,0.004752344619213325,compound_morgan_bit_824,compound_morgan
796,0.004721801971756001,compound_morgan_bit_796,compound_morgan
1110,0.004712255027053233,compound_EState_VSA11,compound_rdkit
946,0.004641857701444215,compound_morgan_bit_946,compound_morgan
387,0.004609837014681822,compound_morgan_bit_387,compound_morgan
994,0.004535422497648326,compound_morgan_bit_994,compound_morgan
1130,0.00452906632075435,compound_HeavyAtomCount,compound_rdkit
2311,0.004506418104721316,solvent_LabuteASA,solvent_rdkit
430,0.004503144954416139,compound_morgan_bit_430,compound_morgan
142,0.004475119976289762,compound_morgan_bit_142,compound_morgan
783,0.004432764723539399,compound_morgan_bit_783,compound_morgan
880,0.004397629964279567,compound_morgan_bit_880,compound_morgan
411,0.004380201832759632,compound_morgan_bit_411,compound_morgan
107,0.004377191140519532,compound_morgan_bit_107,compound_morgan
526,0.00436133099807283,compound_morgan_bit_526,compound_morgan
1268,0.004356398487889122,solvent_morgan_bit_27,solvent_morgan
180,0.004311102298598855,compound_morgan_bit_180,compound_morgan
2370,0.004300387364343813,solvent_FractionCSP3,solvent_rdkit
910,0.004276761436823678,compound_morgan_bit_910,compound_morgan
529,0.004252533555627143,compound_morgan_bit_529,compound_morgan
248,0.004216723153821451,compound_morgan_bit_248,compound_morgan
246,0.004200956386635397,compound_morgan_bit_246,compound_morgan
2271,0.0041970543096862805,solvent_MolWt,solvent_rdkit
139,0.004164401051924421,compound_morgan_bit_139,compound_morgan
254,0.004162747516450034,compound_morgan_bit_254,compound_morgan
683,0.004161177072690515,compound_morgan_bit_683,compound_morgan
778,0.0041562430033535895,compound_morgan_bit_778,compound_morgan
741,0.004118756441744347,compound_morgan_bit_741,compound_morgan
603,0.0040489995122157,compound_morgan_bit_603,compound_morgan
314,0.0040376998609085255,compound_morgan_bit_314,compound_morgan
1003,0.00403136130813654,compound_morgan_bit_1003,compound_morgan
53,0.003999599482533365,compound_morgan_bit_53,compound_morgan
922,0.003988364202588047,compound_morgan_bit_922,compound_morgan
641,0.003978245948640575,compound_morgan_bit_641,compound_morgan
62,0.003956948235685497,compound_morgan_bit_62,compound_morgan
929,0.0039503171920523125,compound_morgan_bit_929,compound_morgan
884,0.003905801407166533,compound_morgan_bit_884,compound_morgan
564,0.003904417728106668,compound_morgan_bit_564,compound_morgan
849,0.003903609086818326,compound_morgan_bit_849,compound_morgan
487,0.0038937167369668068,compound_morgan_bit_487,compound_morgan
172,0.0038887532732082425,compound_morgan_bit_172,compound_morgan
801,0.003863846127880651,compound_morgan_bit_801,compound_morgan
429,0.003860557705702533,compound_morgan_bit_429,compound_morgan
829,0.0038532716170810353,compound_morgan_bit_829,compound_morgan
512,0.0038202155142683957,compound_morgan_bit_512,compound_morgan
347,0.0038169668964082334,compound_morgan_bit_347,compound_morgan
490,0.0037931969632072904,compound_morgan_bit_490,compound_morgan
379,0.0037856670407717726,compound_morgan_bit_379,compound_morgan
510,0.003767203513718537,compound_morgan_bit_510,compound_morgan
816,0.0037644917660609534,compound_morgan_bit_816,compound_morgan
575,0.0037558692325480023,compound_morgan_bit_575,compound_morgan
392,0.00367033899605327,compound_morgan_bit_392,compound_morgan
925,0.0036630977131001143,compound_morgan_bit_925,compound_morgan
374,0.0036482599865699664,compound_morgan_bit_374,compound_morgan
2342,0.00363576282366377,solvent_SlogP_VSA4,solvent_rdkit
709,0.003588403082491834,compound_morgan_bit_709,compound_morgan
2359,0.003584700454161158,solvent_EState_VSA9,solvent_rdkit
376,0.0035841095684907495,compound_morgan_bit_376,compound_morgan
582,0.00354768012869709,compound_morgan_bit_582,compound_morgan
555,0.003541913493709994,compound_morgan_bit_555,compound_morgan
784,0.00352827633415356,compound_morgan_bit_784,compound_morgan
983,0.0034926272037632275,compound_morgan_bit_983,compound_morgan
538,0.003478805794973238,compound_morgan_bit_538,compound_morgan
2331,0.0034605330370161224,solvent_SMR_VSA5,solvent_rdkit
629,0.0034591765087693934,compound_morgan_bit_629,compound_morgan
283,0.00345379028963036,compound_morgan_bit_283,compound_morgan
771,0.003450975695082793,compound_morgan_bit_771,compound_morgan
195,0.003411007882439617,compound_morgan_bit_195,compound_morgan
1225,0.003401359234375198,compound_fr_piperdine,compound_rdkit
1007,0.0033863476506185222,compound_morgan_bit_1007,compound_morgan
2270,0.0033553114761070103,solvent_SPS,solvent_rdkit
1201,0.0033387361824588143,compound_fr_hdrzine,compound_rdkit
428,0.0032962474303681846,compound_morgan_bit_428,compound_morgan
898,0.003294017896050326,compound_morgan_bit_898,compound_morgan
63,0.0032433827355475638,compound_morgan_bit_63,compound_morgan
825,0.0032157530569101164,compound_morgan_bit_825,compound_morgan
175,0.003149829659236524,compound_morgan_bit_175,compound_morgan
565,0.0031471256898483757,compound_morgan_bit_565,compound_morgan
1549,0.0031361745958633364,solvent_morgan_bit_308,solvent_morgan
1012,0.003119852193126031,compound_morgan_bit_1012,compound_morgan
459,0.003091825773692853,compound_morgan_bit_459,compound_morgan
218,0.0030772555518213357,compound_morgan_bit_218,compound_morgan
1021,0.003074845292192036,compound_morgan_bit_1021,compound_morgan
182,0.003069183963958552,compound_morgan_bit_182,compound_morgan
558,0.0030662333498200573,compound_morgan_bit_558,compound_morgan
446,0.003032615116558773,compound_morgan_bit_446,compound_morgan
547,0.0029977467123819966,compound_morgan_bit_547,compound_morgan
684,0.002981302887421528,compound_morgan_bit_684,compound_morgan
242,0.002980679895054216,compound_morgan_bit_242,compound_morgan
721,0.0029508438715405887,compound_morgan_bit_721,compound_morgan
0,0.0029467095044972834,compound_morgan_bit_0,compound_morgan
1196,0.0029138765581657737,compound_fr_ester,compound_rdkit
471,0.002903175175671972,compound_morgan_bit_471,compound_morgan
550,0.0028879375297442764,compound_morgan_bit_550,compound_morgan
140,0.0028680156875587936,compound_morgan_bit_140,compound_morgan
799,0.002863396677033352,compound_morgan_bit_799,compound_morgan
1210,0.002863120113591004,compound_fr_lactone,compound_rdkit
67,0.002853314394756162,compound_morgan_bit_67,compound_morgan
56,0.0028376726786437855,compound_morgan_bit_56,compound_morgan
