Smiles,solvent,solvent_Smiles,chemical_shift,book_serial_num
O=C(O)[BH2-][P+](c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-29.5,2466
C[Si](C)(C)C1C(B2Oc3ccccc3O2)=CC=C1B1Oc2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,23,2467
[BH3-][P@@+]1(c2ccccc2)[C@@H]2C=C[C@H]1[C@@H]1[C@H]2C=CP1(=O)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-35.1,2468
C[Si@@]1(c2ccccc2)OB(c2ccccc2)O[Si@@](C)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,27.7,2469
[BH3-][N+]1=C(N)N[B-](c2ccccc2)(c2ccccc2)[n+]2c1[nH]c1ccccc12,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-2.5;-22.3,2470
C[Si@@]1(c2ccccc2)OB(c2cccc(N)c2)O[Si@@](C)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,28.4,2471
CC(=O)c1ccc([B-]23OCCOCC[N+]2=C(C)c2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,7.2,2472
CCCC1C(=O)OB(c2ccccc2)OC(=O)CN1Cc1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],28.3,2473
CC(C)N(B1N=c2c(c3ccccc3c3ccccc23)=N1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,37.1,2474
[BH3-][P+](c1ccccc1)(c1ccccc1)C(C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-42.62,2475
[BH2-]1c2n(Cc3ccccc3)cc[n+]2[BH2-]c2n(Cc3ccccc3)cc[n+]21,CDCl3,[2H]C(Cl)(Cl)Cl,-18.6,2482
CC(=O)OCCCCC(CB1Oc2ccccc2O1)B1Oc2ccccc2O1,CDCl3,[2H]C(Cl)(Cl)Cl,35,2483
CC(C)(C)B1C(c2ccccc2)C=CC1c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,90,2485
CN(c1ccccc1)c1cc(B2OC(C)(C)C(C)(C)O2)cc(C(F)(F)F)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.3,2487
CC1(C)OB(c2cc3c(cc2-c2ccccc2)COC3)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,2489
Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)B2Cl)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],21.9,2490
CCN(CC)B1C(c2ccccc2)C=CC1c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,49,2495
COC(=O)c1cc(Nc2ccccc2)cc(B2OC(C)(C)C(C)(C)O2)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],27.8,2496
CC(C)N(B1N=C(c2ccccc2)C(c2ccccc2)=N1)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,36.6,2497
Cc1cc(C)c(N(/C=C/N(B(Cl)Cl)c2c(C)cc(C)cc2C)B(Cl)Cl)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.6,2498
CN(C)B(B(N(C)C)n1ccc2ccccc21)n1ccc2ccccc21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],36.7,2500
CN(C)/[B-](=[B-](/N(C)C)n1ccc2ccccc21)n1ccc2ccccc21.[Li+].[Li+],C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],27.9,2501
[BH3-][P+]1(c2ccccc2)C=C[C@@H]2[C@H]1[C@@H]1C=C[C@H]2[P@@+]1([BH3-])c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-36.6;-35.7,2502
CB(C)c1c2c(C(C)C)cccc2cc2cccc(N(C)C)c12,CDCl3,[2H]C(Cl)(Cl)Cl,8,2503
CC1(C)OB(c2ccccc2CSCc2ccccc2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,32,2504
CC(C)(C)c1ccc(B(Br)c2ccc(C(C)(C)C)cc2)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,64.8,2507
CC(C)[N+](=[B-](C1=CCC=C1)[C@@H]1C=Cc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,44.1,2508
CC(C)[N+](=[B-](C1=CCC=C1)C1=CCc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,40.8,2509
Cc1cc(C)c(B2SCCSB2c2c(C)cc(C)cc2C)c(C)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],45.3,2513
CN(C)c1cc(Nc2ccccc2)cc(B2OC(C)(C)C(C)(C)O2)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],32.03,2515
C[C-]1B(c2ccccc2)N(C(C)C)N(C(C)C)B1c1ccccc1.[Li+],d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],37.9,2516
CC1B(c2ccccc2)N(C(C)C)N(C(C)C)B1c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],46,2518
C(=C/c1ccccc1)\B(C1CCCCC1)C1CCCCC1,d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],72,2520
C=CCB(CC=C)/C(CC=C)=C(/c1ccccc1)[Ge](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,85.3,2521
C[Ge](C)(C)/C(=C1/CC2C[C@H]3CB1C[C@@H](C2)C3)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,80.5,2522
C/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.9,2523
C=CCB(CC=C)/C(CC=C)=C(/c1ccccc1)[Sn](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,81.1,2524
C=CCB(CC=C)/C(=C(\CC=C)c1ccccc1)[Sn](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,76.7,2525
CC1(C)OB(OC(B2OC(C)(C)C(C)(C)O2)c2ccc(C(F)(F)F)cc2)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.6;22.5,2526
CC1(C)OB(/C=C(\CCCCl)CCC(O)c2ccccc2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,29.87,2529
C1=CC2CC1C1C[N+]3=C(CCC[B-]34C3CCCC4CCC3)C21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-4.7,2532
CNB(B(NC)c1c(C)cc(C)cc1C)c1c(C)cc(C)cc1C,CDCl3,[2H]C(Cl)(Cl)Cl,48.3,2533
CC[P+](C)([B@@H-](C#N)C1CC2CC(C1C)C2(C)C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-24.7,2537
C[Sn](C)(C)C(=C1CCCCB1N1CCc2ccccc21)[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.4,2538
CC[B-](CC)(OC)c1cccc(-c2cccc([B-](CC)(CC)OC)n2)n1.[Li+].[Li+],d8-THF,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],8.1,2539
O=C(CCC(=O)OB1C2CCCC1CCC2)OB1C2CCCC1CCC2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],11.1,2540
Cc1ccc(C(OB2OC(C)(C)C(C)(C)O2)B2OC(C)(C)C(C)(C)O2)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.7;22.5,2541
COc1ccccc1C(OB1OC(C)(C)C(C)(C)O1)B1OC(C)(C)C(C)(C)O1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.9;22.8,2542
CC(C)N(B(C#Cc1ccccc1)N(C(C)C)C(C)C)C(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,26,2545
Cn1cc[n+]2c1[B-]1(/C(=C/C(C)(C)C)[Si]2(C)C)C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-9.1,2551
Cn1cc[n+]2c1[Si](C)(C)/C(=C\C(C)(C)C)[B-]21C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],2,2552
CCB1C(=C(/C)[Sn](C)(C)C)/C(=C(/C)[Sn](C)(C)C)CCc2cccn21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.5,2554
CCB1C(=C(\C)[Sn](C)(C)C)/C(=C(\C)[Sn](C)(C)C)CCc2cccn21,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],52.4,2555
COC(=O)[BH-](Br)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-38.7,2562
CCN(CC)Cc1cccc2c1O[B-](CC)(CC)[N+](CC)(CC)C2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],8.1,2563
CCC1/C(=C(/C(C)(C)C)[Sn](C)(C)C)B2C[C@@H]3C[C@H](C2)C[C@H]1C3,CDCl3,[2H]C(Cl)(Cl)Cl,76.5,2564
CC(C)(C)OB1C=C(C(C)(C)C)N2B(OC(C)(C)C)C=C(C(C)(C)C)N12,CDCl3,[2H]C(Cl)(Cl)Cl,27.3,2571
C=CCB(CC=C)/C(CC=C)=C(\[SiH](C(C)C)C(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],55.6,2581
C=CCB(CC=C)C1=C([Si](C)(C)C)[Si](C(C)C)(C(C)C)CCC1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.5,2582
C[Si](C)(C)N1[C+](c2ccc([C+]3N([Si](C)(C)C)[B-](Cl)(Cl)N3[Si](C)(C)C)cc2)N([Si](C)(C)C)[B-]1(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,5.62,2585
CC(C)[N+](=[B-]1C=CC[B-](=[N+](C(C)C)C(C)C)C1=NC(C)(C)C)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],45.0;40.0,2589
C[N+](C)([BH2-]C#N)CCCCCCCCCCCCCC[N+](C)(C)[BH2-]C#N,CDCl3,[2H]C(Cl)(Cl)Cl,-14.9,2592
CCCCOB(N=P(CCCC)(CCCC)CCCC)OCCCC,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],17.1,2595
C[Si](C)(C)C1=C([Si](C)(C)C)B(Cl)[C@H]([Si](C)(C)C)[C@@H]([Si](C)(C)C)[C@H]([Si](C)(C)C)B1Cl,CDCl3,[2H]C(Cl)(Cl)Cl,67,2599
C[B-]1=[N+](P(N(C(C)C)C(C)C)N(C(C)C)C(C)C)N=NC1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,49.7,2601
CCN(CC)B1B(N(CC)CC)[C@H]([Si](C)(C)C)[C@@H]([Si](C)(C)C)[C@@H]1[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,54,2602
CC#[N+][BH-]1N([P+](CC)(CC)CC)BN([P+](CC)(CC)CC)BN1[P+](CC)(CC)CC.[I-].[I-].[I-],CD3CN,[2H]C([2H])([2H])C#N,19.6,2605
Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)[n+]2cncnc2)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,-4,2613
Fc1c(F)c(F)c([B-]2(c3c(F)c(F)c(F)c(F)c3F)C=COC(c3ccccc3)=[O+]2)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,5.9,2614
COP(C)(=O)OC.Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,-1.2,2615
COP(=O)(OC)OC.Fc1c(F)c(F)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,CDCl3,[2H]C(Cl)(Cl)Cl,-1.7,2616
CC(C)c1ccc(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)cc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],62,2617
Cc1cc(C)c(B(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(C)c1,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],69.7,2618
FC(F)(F)c1ccccc1B(c1ccccc1C(F)(F)F)c1ccccc1C(F)(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,71,2619
FC(F)(F)c1cccc(C(CB2Oc3ccccc3O2)B2Oc3ccccc3O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,34,2622
N#C[B-](C(Cl)Cl)(C(Cl)Cl)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,-13,2624
CC(=O)c1ccc([B@@-]23Oc4ccccc4C[N@@H+]2c2cc([N+](=O)[O-])ccc2O3)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],8.4,2625
O=Cc1ccccc1B1OCC(c2ccccc2)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,32.8,2626
CC(=O)c1ccc([B@@-]23Oc4ccccc4C[N@@H+]2c2ccccc2O3)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,7.5,2627
CC(=O)c1cccc([B@@-]23Oc4ccccc4C[N@@H+]2c2ccccc2O3)c1,CDCl3,[2H]C(Cl)(Cl)Cl,8.2,2628
O=C1O[B@-]2(c3ccccc3)Oc3ccccc3C[N@@H+]2[C@H]1c1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.01,2629
COc1cccc(C(CB2Oc3ccccc3O2)B2Oc3ccccc3O2)c1,CDCl3,[2H]C(Cl)(Cl)Cl,35,2630
C[N+]1(C)c2ccccc2C(c2ccccc2)(c2ccccc2)O[B-]1(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,8.6,2632
C[N+]1(C)c2ccccc2C(c2ccccc2)(c2ccccc2)O[B-]1(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,1.9,2633
Cn1c2[n+](c3ccccc31)[B-](c1ccccc1)(c1ccccc1)NC(N)=N2,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.8,2634
C[N+]1(C)c2ccccc2C(c2ccccc2)N(c2ccccc2)[B-]1(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,9.8,2635
C[Si](C)(C)CCCCCCB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],73.6,2636
CCCCCC(B(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],71.7,2637
C[C@@H]1[NH2+][B-](c2ccccc2)(c2ccccc2)O[C@@H]1c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,7.4,2640
C[N+]1(C)Cc2ccccc2O[B-]1(c1ccccc1)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,5.41,2641
CCCCC1C(=O)O[B-]2(c3ccccc3)OC(=O)C[N+]12Cc1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],11.5,2642
[BH3-][P@+]1(c2ccccc2)[C@H]2CC3CN(c4ccccc4)C[C@@]31C=C2C,CDCl3,[2H]C(Cl)(Cl)Cl,-35.2,2644
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(Br)Oc3ccccc3[N+]1=C2,CDCl3,[2H]C(Cl)(Cl)Cl,6.47,2645
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-]1(Cl)Oc3ccccc3[N+]1=C2,CDCl3,[2H]C(Cl)(Cl)Cl,7.28,2646
CC1(C)OB(c2cc3c(cc2-c2ccccc2)CCC3)OC1(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31,2647
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Br)(Br)[N+](c1ccccc1)=C2,CDCl3,[2H]C(Cl)(Cl)Cl,2.38,2649
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](Cl)(Cl)[N+](c1ccccc1)=C2,CDCl3,[2H]C(Cl)(Cl)Cl,2.48,2650
CC(C)(C)B(C1c2ccccc2-c2ccccc21)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],86.3,2651
[BH3-]N([Si](C)(C)C)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,CD2Cl2,[2H]C([2H])(Cl)Cl,-16.4,2653
CC(C)N(B(Nc1ccccc1)C1=CCc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,28.2,2654
CC(C)N(B(Nc1ccccc1)C1C=Cc2ccccc21)C(C)C,CD2Cl2,[2H]C([2H])(Cl)Cl,30.9,2655
CN(C)C[C@H]1C[N+](C)(C)[B-]2(O1)O[C@H](c1ccccc1)[C@@H](c1ccccc1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,10.6,2663
CN1CCN(C)B1/C(=C(/c1ccccc1)[Sn](C)(C)C)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.5,2664
CC(c1ccccc1)N1C=CN(C(C)c2ccccc2)B1[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],28.2,2665
CC1(C)OB(c2ccccc2CN2CCN(c3ncccn3)CC2)OC1(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,20.5,2666
C[B-]1=[O+]C2(c3ccccc3-c3ccccc32)C1([Si](C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,58.6,2667
CC(C)N(B1CCC[Si]1(c1ccccc1)c1ccccc1)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],53.3,2668
CC/C(B1OC(C)(C)C(C)(C)O1)=C(/C#C[Si](C)(C)C)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.9,2673
Cc1ccc(C(O)CC/C(=C/B2OC(C)(C)C(C)(C)O2)CCCCl)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,29.95,2674
COc1ccc(C(O)CC/C(=C/B2OC(C)(C)C(C)(C)O2)CCCCl)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.15,2675
C[N+]1(C)c2ccccc2C(C2CCCCC2)(C2CCCCC2)O[B-]1(Cl)Cl,CDCl3,[2H]C(Cl)(Cl)Cl,7.9,2676
C[N+]1(C)c2ccccc2C(C2CCCCC2)(C2CCCCC2)O[B-]1(F)F,CDCl3,[2H]C(Cl)(Cl)Cl,1.3,2677
CC(C)(C)c1ccc2c(c1)OB(C1=CC([Si](C)(C)C)([Si](C)(C)C)C=C1)O2,CDCl3,[2H]C(Cl)(Cl)Cl,27.4,2681
CCCC/C(=C\B1OC(C)(C)C(C)(C)O1)CCC(O)c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,30.54,2682
CC1(C)C(=O)O[B-]2([O+]=C1OB1C3CCCC1CCC3)C1CCCC2CCC1,CDCl3,[2H]C(Cl)(Cl)Cl,17.7,2684
Cc1ccc(C#CB(N(C(C)C)C(C)C)N(C(C)C)C(C)C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,26,2686
C=CCB(CC=C)/C(CC=C)=C(/C=C\C#C[Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],83.1,2689
C=CCB(CC=C)/C(=C(/C=C\C#C[Si](C)(C)C)CC=C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],81.2,2690
C[Si](C)(C)/C=C/C(=C1\C[C@H]2C[C@H]3CB1[C@H](C3)C2)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],78.3,2691
C[Si](C)(C)C=C=C1C=C([Si](C)(C)C)C23C[C@@H]4C[C@H](CB12)C[C@@H](C4)C3,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],82.2,2692
Cc1cccc(C)c1N=C1B(C(C)(C)C)N(C(C)(C)C)B1C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],46.4,2696
C[Si](C)(C)[N+](=[B-](NC1CCCCC1)C1CCc2ccccc21)[Si](C)(C)C,d8-Toluene,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],32.9,2699
CC1=C(C)C(C)C([B-](Nc2ccccc2)=[N+]([Si](C)(C)C)[Si](C)(C)C)=C1C,CD2Cl2,[2H]C([2H])(Cl)Cl,37.9,2700
CC(C)(C)c1cccc(C(C)(C)C)c1OB(N=[N+]=[N-])N(C(C)(C)C)[Si](C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,21.7,2710
C[Si](C)(C)C1=C2CB3C[C@@H]4CC(CC2=C([Si](C)(C)C)[Sn]1(C)C)C[C@H]3C4,CDCl3,[2H]C(Cl)(Cl)Cl,89.7,2711
C[Si](C)(C)C1=C2CB3C[C@@H]4CC(CC2=C([Si](C)(C)C)[Si]1(C)C)C[C@H]3C4,CDCl3,[2H]C(Cl)(Cl)Cl,89.3,2712
Cc1c(C)n(C(C)C)[c+](B2N(C(C)(C)C)C=CN2C(C)(C)C)n1C(C)C.[Br-],CDCl3,[2H]C(Cl)(Cl)Cl,15,2719
COC(=O)[BH-](C)[P+](C1CCCCC1)(C1CCCCC1)C1CCCCC1,CDCl3,[2H]C(Cl)(Cl)Cl,-43.5,2720
CC(C1CCCCC1)N1C=CN(C(C)C2CCCCC2)B1[Sn](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],30.8,2722
CC(C)(C)N(BN1C(C)(C)CCCC1(C)C)B1C2CCCC1CCC2,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],35.3,2723
C1CCCB2N(CCC1)B1CCCCCCCN1B1CCCCCCCN21,CDCl3,[2H]C(Cl)(Cl)Cl,37.5,2724
C=C1CC[B-](=[N+](C(C)C)C(C)C)/C(=N/C(C)(C)C)[B-]1=[N+](C(C)C)C(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],39,2725
CCCCCCCCCCCC[N+](C)([BH2-]C#N)CB1OC(C)(C)C(C)(C)O1,CDCl3,[2H]C(Cl)(Cl)Cl,-15.3,2728
CCCC[Mg]N(B(CCCC)N1C(C)(C)CCCC1(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],37.6,2729
CC(C)C[Al](CC(C)C)N(BN1C(C)(C)CCCC1(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],33.5,2730
CC(C)(C)[B-]1=[N+](C(C)(C)C)NN=C(C(C)(C)C)[B-](C(C)(C)C)=[N+]1C(C)(C)C,CDCl3,[2H]C(Cl)(Cl)Cl,40.3;29.3,2731
CCCCCCCN1BN(CCCCCCC)BN(CCCCCCC)B1,CDCl3,[2H]C(Cl)(Cl)Cl,33.1,2734
CC(C)C(C)[B-](C(C)C(C)C)=[N+](/[BH-]=[N+](\C(C)(C)C)[Si](C)(C)C)C(C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],48.9;39.3,2735
CCCCCCC[NH+]1[BH2-][NH+](CCCCCCC)[BH2-][NH+](CCCCCCC)[BH2-]1,CDCl3,[2H]C(Cl)(Cl)Cl,-6.3,2736
C[Si](C)(C)C(B1NCOB(C([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C)O1)([Si](C)(C)C)[Si](C)(C)C,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],31.6,2737
Cn1cc[n+]([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-8,2741
C=COC(C)=[O+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],15.6,2742
C=COC(C)=[O+][B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,13.1,2742
CCO/C(OC)=[O+]/[B-](c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,CD2Cl2,[2H]C([2H])(Cl)Cl,6.3,2743
C(#CB1Oc2cc3ccccc3cc2O1)B1Oc2cc3ccccc3cc2O1,CD3OD,[2H]OC([2H])([2H])[2H],22.1,2747
C=CB1Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1,CDCl3,[2H]C(Cl)(Cl)Cl,24.5,2748
COc1cccc2cc3cccc(OC)c3c(B3Sc4ccccc4S3)c12,CDCl3,[2H]C(Cl)(Cl)Cl,55,2749
COc1cccc2cc3cccc(OC)c3c(B3Oc4ccccc4O3)c12,CDCl3,[2H]C(Cl)(Cl)Cl,28,2750
CC(=O)c1ccccc1B1OCC(c2ccccc2)(c2ccccc2)O1,CDCl3,[2H]C(Cl)(Cl)Cl,31.6,2755
O=C1O[B@-]2(c3ccccc3)Oc3ccccc3C[NH+]2[C@H]1Cc1ccccc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.06,2758
O=C1O[B@-]2(c3ccccc3)Oc3ccccc3C[NH+]2[C@H]1Cc1ccc(O)cc1,d6-DMSO,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],5.08,2759
Cn1ccnc1[B-](c1ccccc1)(c1ccccc1)c1ccccc1,C6D6,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],-9.4,2760
CC(C)(C)NB(Cl)Oc1c(-c2ccccc2)cccc1-c1ccccc1,CDCl3,[2H]C(Cl)(Cl)Cl,23.5,2765
C[BH-](Cl)[P+](c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1,CDCl3,[2H]C(Cl)(Cl)Cl,-22.3,2766
Cc1cc(C)c([B-]2(c3c(C)cc(C)cc3C)CC(C(F)(F)F)(C(F)(F)F)O2)c(C)c1.[K+],CDCl3,[2H]C(Cl)(Cl)Cl,7.7,2767
C[C@H]1[C@@H](c2ccccc2)O[B-](c2ccccc2)(c2ccccc2)[N@H+]1C,CDCl3,[2H]C(Cl)(Cl)Cl,5,2769
