Smiles,solvent,B_count,ppm_values
CC1(C)CCCC(C)(C)[NH+]1c1ccccn1.Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[2H]C([2H])(Cl)Cl,1,-16.66
C[NH+](C)c1ccccn1.Fc1c(F)c(F)c([B-](c2c(F)c(F)c(F)c(F)c2F)(c2c(F)c(F)c(F)c(F)c2F)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,[2H]C([2H])(Cl)Cl,1,-16.67
Bc1nc2cc(C)c(C)cc2nc1OC(C)C,[2H]C(Cl)(Cl)Cl,1,-5.8
CN(C)C(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,29.6
CC1(C)OB(c2ccccc2C(=O)N2CCCCC2)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,30.32
CCN(CC)C(=O)c1ccccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,28.35
CN(C)C(=O)c1c(F)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.3
CN(C)C(=O)c1c(Cl)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.5
CN(C)C(=O)c1c(Br)cccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.5
CN(C)C(=O)c1cc(F)ccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.3
CN(C)C(=O)c1cc(Cl)ccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.1
CN(C)C(=O)c1cc(Br)ccc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.4
COc1ccc(B2OC(C)(C)C(C)(C)O2)c(C(=O)N(C)C)c1,[2H]C(Cl)(Cl)Cl,1,30.72
COc1cccc(C(=O)N(C)C)c1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,27.69
Cc1ccc(C(=O)N(C)C)c(B2OC(C)(C)C(C)(C)O2)c1,[2H]C(Cl)(Cl)Cl,1,28.5
CN(C)C(=O)c1ccc(OCc2ccccc2)cc1B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,22.5
CC1(C)OB(CC(=O)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,31.6
CC1(C)OB(Cc2ccccc2C(=O)[O-])OC1(C)C,[2H]C(Cl)(Cl)Cl,1,30.7
Cc1ccccc1C(=O)CCB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,30.7
CC1(C)OB(OC(CCl)c2ccccc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,22.12
C=C(Cc1ccccc1)CC(C)(C(=O)OC)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,33
COC(=O)C(C)(C)C(B1OC(C)(C)C(C)(C)O1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,32.8
CC1(C)OB(N2CC=Cc3c(Br)cccc32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.8
CC1(C)OB([C@@H](Cc2cccc(F)c2)N2CCOC2=O)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,32.04
C[C@@H](/C=C/CCCB1OC(C)(C)C(C)(C)O1)NC(=O)OCc1ccccc1,[2H]C(Cl)(Cl)Cl,1,32.9
N#C/C=C(/CCCCOCc1ccc(-c2ccccc2)cc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.84
N#C/C=C(/c1ccccc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.65
Cc1ccccc1/C(=C/C#N)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.34
CCc1ccc(/C(=C/C#N)[B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])C#N,1,1.79
CC(C)(C)c1ccc(/C(=C/C#N)[B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.36
COc1ccccc1/C(=C/C#N)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.34
COc1cccc(/C(=C/C#N)[B-](F)(F)F)c1.[K+],[2H]C([2H])([2H])C#N,1,1.67
COc1ccc(/C(=C/C#N)[B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])C#N,1,1.86
N#C/C=C(/c1ccccc1F)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.37
N#C/C=C(/c1ccc(F)cc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.74
N#C/C=C(/c1ccccc1Cl)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.21
N#C/C=C(/c1cccc(Cl)c1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.61
N#C/C=C(/c1ccc(Cl)cc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.66
N#C/C=C(/c1ccc(C#N)cc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.55
N#C/C=C(/c1cccc(C#N)c1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.58
N#C/C=C(/c1ccc2ccccc2c1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.72
N#C/C=C(/c1ccc2ccoc2c1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.86
N#C/C=C(/c1ccc2c(c1)OCO2)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.72
N#C/C=C(/c1ccc(-c2ccccc2)cc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,1.79
[NH3+]C(c1ccccc1)[B-](F)(F)F,[2H]OC([2H])([2H])[2H],1,2.66
[NH3+]C(Cc1ccccc1)[B-](F)(F)F,[2H]OC([2H])([2H])[2H],1,2.85
[NH2+]=C(c1ccccc1)[B-](F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,0.07
Cc1ccc(C(=[NH2+])[B-](F)(F)F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,0.1
CC1=CCC=CN1B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.2
CC1(C)OB(N(Cc2ccc(Br)cc2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.2
CN(Cc1ccccc1)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.1
Cc1ccc(CN(C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.7
COc1ccc(CN(C)B2OC(C)(C)C(C)(C)O2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.7
CN(Cc1ccc(Br)cc1)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.6
CN(Cc1ccccn1)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.8
CC1(C)OB(N(Cc2ccccn2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.2
CN(CC1CCCCC1)B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.5
COC1=CCC=CN1B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.8
COC1=CN(B2OC(C)(C)C(C)(C)O2)C=CC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.8
CC1(C)OB(N2C=CCC(Cl)=C2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.7
CC1(C)OB(N2C=CC=C(Cl)C2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.7
CC1C=CN(B2OC(C)(C)C(C)(C)O2)C=C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.8
CC1=CCN(B2OC(C)(C)C(C)(C)O2)C=C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,23.8
Cc1ccc2c(c1)CC=CN2B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.8
COc1ccc2c(c1)CC=CN2B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.7
COc1ccc2c(c1)C=CCN2B1OC(C)(C)C(C)(C)O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.7
CC1(C)OB(N2C=CCc3cc(Br)ccc32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.6
COc1cccc2c1N(B1OC(C)(C)C(C)(C)O1)C=CC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.8
CC1(C)OB(N2C=CCc3cccc(Br)c32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.1
CC1(C)OB(N2CC=Cc3cccc(Br)c32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.1
CC1(C)OB(C2C=CCc3nc4ccccc4cc32)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25
CC1(C)OB(N(Cc2ccccc2)c2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.2
Cc1ccc(CN(B2OC(C)(C)C(C)(C)O2)c2ccccc2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.2
COc1ccc(CN(B2OC(C)(C)C(C)(C)O2)c2ccccc2)cc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,25.2
CC1(C)OB(c2cnc(C(=O)NC34CC5CC(CC(C5)C3)C4)s2)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,28.94
Cc1ccc([B-](F)(F)F)o1.[K+],[2H]C([2H])([2H])C#N,1,1.9
Cc1ccc([B-](c2ccc(C)o2)(c2ccc(C)o2)c2ccc(C)o2)o1.[Li+],[2H]C([2H])([2H])C#N,1,1.8
O=C(N[C@H](C1CCOCC1)[B-](F)(F)F)c1ccccc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.78
CC(C)C[C@@H](NC(=O)c1ccccc1Br)[B-](F)(F)F,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.85
O=C(NC(C1CCCCC1)[B-](F)(F)F)c1ccccc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.5
CC(C)C(NC(=O)c1ccccc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.66
CC(C)CC(NC(=O)c1ccccc1)[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.84
O=C(NC(C1CCOCC1)[B-](F)(F)F)c1ccccc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.78
O=C(NC(C1CC1)[B-](F)(F)F)c1ccccc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.78
CC(C)CC(NC(=O)c1ccccc1Br)[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.85
CCCCC([BH2-][N+](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,0.59
CCCCC([BH2-][n+]1cc(C)cc(C)c1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-1.26
C[N+](C)(C)[BH2-]C(c1ccccc1)C1CC1,[2H]C(Cl)(Cl)Cl,1,0.78
C[N+](C)(C)[BH2-]C(c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-0.29
COc1ccc([B-](C)(c2ccccc2)[N+](C)(C)C)cc1,[2H]C(Cl)(Cl)Cl,1,-0.24
C[B-](c1ccccc1)(c1ccccc1Cl)[N+](C)(C)C,[2H]C(Cl)(Cl)Cl,1,-0.76
C[N+](C)(C)[BH2-]C(c1ccccc1)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,1,-0.39
C[N+](C)(C)[BH2-]C(c1ccccc1)c1c(F)c(F)c(F)c(F)c1F,[2H]C(Cl)(Cl)Cl,1,-1.63
CC(C)c1cc(C(C)C)c[n+]([BH2-]C(Cc2ccccc2)c2ccc(Cl)cc2)c1,[2H]C(Cl)(Cl)Cl,1,-1.2
[BH3-][n+]1cc(C)cc(C)c1,[2H]C(Cl)(Cl)Cl,1,-12.59
[BH3-][n+]1cc(C(C)C)cc(C(C)C)c1,[2H]C(Cl)(Cl)Cl,1,-12.49
[BH3-][OH+]C[C@](C)(C/C=C/C=C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,0.58
BC(C)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,1,-1.04
CC([BH2-][N+]1(C)CCCC1)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,1,0.31
CCCC[P+]([BH2-]C(C)c1ccc2ccccc2c1)(CCCC)CCCC,[2H]C(Cl)(Cl)Cl,1,-25
CC([BH2-][n+]1ccccc1)c1ccc2ccccc2c1,[2H]C(Cl)(Cl)Cl,1,-1
COc1ccc2cc(C(C)[BH2-][N+](C)(C)C)ccc2c1,[2H]C(Cl)(Cl)Cl,1,0.57
CC([BH2-][N+](C)(C)C)c1ccc2cc(Br)ccc2c1,[2H]C(Cl)(Cl)Cl,1,0.62
CC(C)c1cc(C(C)C)c[n+]([BH2-]C(C)c2ccc3cc(Br)ccc3c2)c1,[2H]C(Cl)(Cl)Cl,1,-0.82
CC([BH2-][N+](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,0.75
COc1ccc(C(C)[BH2-][N+](C)(C)C)cc1,[2H]C(Cl)(Cl)Cl,1,0.7
Cc1ccc(C(C)[BH2-][N+](C)(C)C)cc1,[2H]C(Cl)(Cl)Cl,1,0.7
CC([BH2-][N+](C)(C)C)c1ccc(-c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,1,0.75
CC([BH2-][N+](C)(C)C)c1ccc(I)cc1,[2H]C(Cl)(Cl)Cl,1,0.7
CC([BH2-][N+](C)(C)C)c1ccc([N+](=O)[O-])cc1,[2H]C(Cl)(Cl)Cl,1,0.92
CC([BH2-][N+](C)(C)C)c1ccc(C(F)(F)F)cc1,[2H]C(Cl)(Cl)Cl,1,0.79
Cc1cccc(C(C)[BH2-][N+](C)(C)C)c1,[2H]C(Cl)(Cl)Cl,1,0.74
CC([BH2-][N+](C)(C)C)c1cccc(F)c1,[2H]C(Cl)(Cl)Cl,1,-0.65
CC([BH2-][N+](C)(C)C)c1cccc(Br)c1,[2H]C(Cl)(Cl)Cl,1,0.65
Cc1ccccc1C(C)[BH2-][N+](C)(C)C,[2H]C(Cl)(Cl)Cl,1,0.59
CC([BH2-][N+](C)(C)C)c1ccc2c(c1)CCCC2,[2H]C(Cl)(Cl)Cl,1,0.79
CC(C)c1cc(C(C)C)c[n+]([BH2-][C@H](C)c2ccc3c(c2)CCCC3)c1,[2H]C(Cl)(Cl)Cl,1,-0.97
CC([BH2-][N+](C)(C)C)c1ccc2c(c1)OCO2,[2H]C(Cl)(Cl)Cl,1,0.45
CC(C)c1cnc(B[C@H](C)c2cc3ccccc3[nH]c2=O)c(C(C)C)c1,[2H]C(Cl)(Cl)Cl,1,-0.98
C[N+](C)(C)[BH2-]Cc1ccccc1,[2H]C(Cl)(Cl)Cl,1,-1.48
CCC([BH2-][N+](C)(C)C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,0.46
CCC([BH2-][n+]1cc(C)cc(C)c1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-1.68
CC12OB(/C=C/c3ccccc3)O[C@]1(C)c1cccc3cccc2c13,[2H]C(Cl)(Cl)Cl,1,30.3
C/C=C/B1OC2(C)c3cccc4cccc(c34)[C@@]2(C)O1,[2H]C(Cl)(Cl)Cl,1,29.9
CCCC/C=C/B1OC2(C)c3cccc4cccc(c34)[C@@]2(C)O1,[2H]C(Cl)(Cl)Cl,1,30
CC12OB(/C=C/CCCCl)O[C@]1(C)c1cccc3cccc2c13,[2H]C(Cl)(Cl)Cl,1,29.73
CC12OB(/C=C/CCCCOCc3ccccc3)O[C@]1(C)c1cccc3cccc2c13,[2H]C(Cl)(Cl)Cl,1,29.94
CC1(C)COB(/C=C/c2ccccc2)OC1,[2H]C(Cl)(Cl)Cl,1,30.2
COc1ccc([C@@H](c2ccccc2)[C@@H](B2OC3(C)c4cccc5cccc(c45)[C@@]3(C)O2)c2ccccc2)cc1,[2H]C(Cl)(Cl)Cl,1,33.2
CC12CCCC1(C)OB(/C=C/c1ccccc1)O2,[2H]C(Cl)(Cl)Cl,1,29.7
C(=C/c1ccccc1)\B1OOC23CCCC12CCC3,[2H]C(Cl)(Cl)Cl,1,30.7
CCC1(CC)OB(/C=C/c2ccccc2)OC1(CC)CC,[2H]C(Cl)(Cl)Cl,1,29.1
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)C1CCCCC1,[2H]C([2H])([2H])C#N,1,9.36
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)CCCCCCl,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.23
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)C1CCN(C(=O)OC(C)(C)C)CC1,[2H]C([2H])([2H])C#N,1,9.21
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)C1CCOCC1,[2H]C([2H])([2H])C#N,1,9.33
CCCCCCC(=O)/C(B1OC(=O)CN(C)CC(=O)O1)=C(\Br)CCCCC,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.31
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C#N,1,9.47
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(F)cc1,[2H]C([2H])([2H])C#N,1,9.48
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(Cl)cc1,[2H]C([2H])([2H])C#N,1,9.43
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(Br)cc1,[2H]C([2H])([2H])C#N,1,9.38
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(C(=O)NC(C)C)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.56
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1cccc(C#N)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.49
COc1ccccc1C(=O)/C(B1OC(=O)CN(C)CC(=O)O1)=C(/C)Br,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.72
C/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccc(C(C)(C)C)cc1,[2H]C([2H])([2H])C#N,1,9.46
CCCCC/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.57
CC[Si](CC)(CC)/C(Br)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C#N,1,9.39
CN1CC(=O)OB(C(CCl)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.3
CN1CC(=O)OB(C(CI)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.46
CN1CC(=O)OB(C(C)(CI)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.99
CN1CC(=O)OB(C(CSC(F)(F)F)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.5
C/C([Se]c1ccccc1)=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.63
CN1CC(=O)OB(C(C)(CSc2nc3ccccc3s2)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,11.18
CN1CC(=O)OB(C(C)(CN=[N+]=[N-])C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,11.09
CN1CC(=O)OB(C(C=O)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.34
CN1CC(=O)OB(c2c[nH]nc2-c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,11.27
CCCCC(=O)/C(B1OC(=O)CN(C)CC(=O)O1)=C(/C)c1ccc(C)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.24
CC(C)=C(B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1,[2H]C([2H])([2H])C#N,1,10.27
C/C(=C(\B1OC(=O)CN(C)CC(=O)O1)C(=O)c1ccccc1)c1ccc(C)cc1,[2H]C([2H])([2H])C#N,1,10.4
C=CC(O)(CCCCC)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C#N,1,10.21
C=CC(O)(CCCC)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.35
C=CC(C)(O)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C#N,1,10.37
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CCCCC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.19
C=CC(O)(CCCCCl)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.22
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CCN(C(=O)C(C)(C)C)CC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.16
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CCOCC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.21
C=CC(O)(CCCCCCCCC(=O)OC)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.33
C=CC(O)(CCc1ccccc1)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.39
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)C1CC1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.49
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.08
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(F)cc1,[2H]C([2H])([2H])C#N,1,9.84
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(Cl)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.99
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(Br)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.83
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1cccc(C#N)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.8
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(C(F)(F)F)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.87
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(C(C)(C)C)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.17
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(CCC)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.23
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(OC)cc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.07
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1C,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.38
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc2ccccc2c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.16
C=CC(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccc(OC)c(Br)c1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,9.96
C=C(C)C(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1,[2H]C([2H])([2H])C#N,1,10.47
C=C(c1ccccc1)C(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.66
C/C=C\C(O)(B1OC(=O)CN(C)CC(=O)O1)c1ccccc1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.46
CCCCCC(=O)C(CBr)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C#N,1,10.37
CCCCC(=O)C(CBr)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.31
CC(=O)C(CBr)B1OC(=O)CN(C)CC(=O)O1,[2H]C([2H])([2H])C#N,1,10.2
CN1CC(=O)OB(C(CBr)C(=O)C2CCCCC2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.37
CN1CC(=O)OB(C(CBr)C(=O)CCCCCl)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.25
CN1CC(=O)OB(C(CBr)C(=O)C2CCN(C(=O)OC(C)(C)C)CC2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.39
CN1CC(=O)OB(C(CBr)C(=O)C2CCOCC2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.28
CN1CC(=O)OB(C(CBr)C(=O)CCc2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.23
CN1CC(=O)OB(C(CBr)C(=O)C2CC2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.33
CN1CC(=O)OB(C(CBr)C(=O)c2ccccc2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.48
CN1CC(=O)OB(C(CBr)C(=O)c2ccc(F)cc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.35
CN1CC(=O)OB(C(CBr)C(=O)c2ccc(Cl)cc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.27
CN1CC(=O)OB(C(CBr)C(=O)c2ccc(Br)cc2)OC(=O)C1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,10.25
CN1CC(=O)OB(C(CBr)C(=O)c2cccc(C#N)c2)OC(=O)C1,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,10.35
CN1CC(=O)OB(C(CBr)C(=O)c2ccc(C(F)(F)F)cc2)OC(=O)C1,[2H]C([2H])([2H])C#N,1,10.23
