Smiles,solvent,B_count,ppm_values
[BH3-][n+]1c(C)c(C)n(C)c1[Sn](C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-19.9
CN1N=NN(C(C)(C)C)B1C(C)(C)C,[2H]C(Cl)(Cl)Cl,1,27.5
CCCCB(CCCC)OS(C)(=O)=O,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,59.2
CO[Si](C)(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,33.1
CCN(CC)B1CCC[Si]1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,54.3
CC(B(N[Si](C)(C)C)C(C)[Si](C)(Cl)Cl)[Si](C)(Cl)Cl,[2H]C(Cl)(Cl)Cl,1,45.1
[BH3-][N+](CCC)(CCC)C(C)C,[2H]C(Cl)(Cl)Cl,1,-14.03
C[Si](C)(C)[Sb+]([B-](Br)(Br)Br)([Si](C)(C)C)[Si](C)(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,-24.71
C[Si](C)(C)[Sb+]([B-](Cl)(Cl)Cl)([Si](C)(C)C)[Si](C)(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,5.35
[BH3-][P+](C)(C)[C-]([Si](C)(C)C)[Si](C)(C)C.[Na+],[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,-28.8
C[SiH2]CCB(C(C)[SiH2]C)C(C)[SiH2]C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,80.3
[BH3-][P+](C)(C)C([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,1,-33.3
Fc1nc(F)c(F)c([B-](F)(F)c2c(F)c(F)nc(F)c2F)c1F.[K+],[2H]C([2H])([2H])C#N,1,2.3
ClB1Oc2cc3ccccc3cc2O1,[2H]C(Cl)(Cl)Cl,1,29.9
CO[B-](OC)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+],[2H]C([2H])([2H])C#N,1,-1.2
B1Oc2cc3ccccc3cc2O1,[2H]C(Cl)(Cl)Cl,1,29.2
B1Oc2cccc3cccc(c23)O1,[2H]C(Cl)(Cl)Cl,1,26.5
CC(=O)/C=C/c1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.46
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1ccc([B-](F)(F)F)cc1,[2H]C(Cl)(Cl)Cl,1,2.31
CCCC[N+](CCCC)(CCCC)CCCC.COC(=O)/C=C/c1ccc([B-](F)(F)F)cc1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.42
CC(C)(C)[B-]#[N+]c1c(F)c(F)c(F)c(F)c1F,[2H]C(Cl)(Cl)Cl,1,-1.3
C1=COB(c2ccccc2)C=C1,[2H]C(Cl)(Cl)Cl,1,39.6
C=C1CB(Cl)Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,76.7
CC1=CB(Cl)Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,62.7
CB1C=CCc2ccccc21,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,62.6
CC(C)=Cc1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.78
C[N+]1(C)S(=O)N(S(=O)(=O)c2ccccc2)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-3
CC(C)(C)c1ccc2c(c1)OB(Cl)O2,[2H]C(Cl)(Cl)Cl,1,28.2
CC(=O)NC(Cc1ccccc1)[B-](F)(F)F.[Cs+],[2H]C([2H])([2H])C#N,1,5.5
CC(C)(C)c1ccc(B(Br)Br)cc1,[2H]C(Cl)(Cl)Cl,1,56
CC(C)(O)Cc1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,3.8
CCC(OCc1ccccc1)[B-](F)(F)F.[Cs+],[2H]C([2H])([2H])C#N,1,3.7
CC(C)(C)c1ccc2c(c1)OBO2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,29.4
COB(C[P+](C)(C)[Cr-6]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O)OC,[2H]C(Cl)(Cl)Cl,1,29.2
c1cc2n3c1CCCB3CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,54
CB1NC(C)C(c2ccccc2)O1,[2H]C(Cl)(Cl)Cl,1,32
N#C[BH2-][NH2+]C(Cc1ccc(O)cc1)C(N)=O,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-24.8
COC(=O)[BH-](C#N)[N+](C)(C)c1ccncc1,[2H]C(Cl)(Cl)Cl,1,-14.3
[BH3-][P+]1(c2ccccc2)CC=CC1,[2H]C(Cl)(Cl)Cl,1,-36.13
CC1C(c2ccccc2)O[BH2-]N1C.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,4.6
[BH3-][N+](C)(C)Cc1ccc(C#N)cc1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-6.44
NC(=O)C(Cc1ccccc1)[NH2+][BH2-]C(=O)O,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-27
NC(=O)C(Cc1ccc(O)cc1)[NH2+][BH2-]C(=O)O,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-27.9
C[Si]1(C)OB(c2ccc(Br)cc2)O[Si](C)(C)O1,[2H]C(Cl)(Cl)Cl,1,27
CC1[NH2+][B-](C)(O)OC1c1ccccc1,[2H]C(Cl)(Cl)Cl,1,7.1
Cc1n(C)cc[n+]1C.[BH2-](n1cncn1)n1cncn1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-6.29
C[Si]1(C)OB(c2ccccc2)O[Si](C)(C)O1,[2H]C(Cl)(Cl)Cl,1,26.8
C=CCCC[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)C,[2H]C(Cl)(Cl)Cl,1,-6
C[NH+](C)C(C(=O)OC(C)(C)C)[B-](C)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C#N,1,-3.5
CC[B-]1(C)CCCC2=[N+]1CC=C2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-5.1
C[N+]1(C)CCC[B-]12C=CCC=C2,[2H]C(Cl)(Cl)Cl,1,-1.6
C[N+]1(C)CCC[B-]12C=CC=CC2,[2H]C(Cl)(Cl)Cl,1,-3.2
C[Si]1(C)OB(c2cccc(N)c2)O[Si](C)(C)O1,[2H]C(Cl)(Cl)Cl,1,26.5
[BH3-][PH+](c1ccccc1)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-38.5
C=CCCCCCCCC[B-](F)(F)F.CCCC[N+](CCCC)(CCCC)CCCC,[2H]C(Cl)(Cl)Cl,1,5.5
CCCCCCCCC1OC1[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.88
COB1C[C@@H]2C[C@H](C)C[C@H](C1)C2,[2H]C(Cl)(Cl)Cl,1,54.5
[BH2-](C1CCCC1)C1CCCC1.[Li+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-14.1
CC(C)(C)N1C=CN(C(C)(C)C)B1Br,[2H]C(Cl)(Cl)Cl,1,21.1
CC(C)(C)N1C=CN(C(C)(C)C)B1Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,20.2
CC(C)(C)N1C=CN(C(C)(C)C)B1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,20.3
CC(C)(C)N1C=CN(C(C)(C)C)B1I,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,6.5
CCCCCC[B-](C(F)(F)F)(C(F)(F)F)[N+](C)(C)C,[2H]C(Cl)(Cl)Cl,1,-5.8
[BH3-][P+]1(CCC=C)CCCCCC1,[2H]C(Cl)(Cl)Cl,1,-37.58
COB1CCCCCCC1(C)C,[2H]C(Cl)(Cl)Cl,1,55.3
COB(C)C1(C)CCCCCC1,[2H]C(Cl)(Cl)Cl,1,53.8
CCN(C#CB(N(C)C)N(C)C)CC,[2H]C(Cl)(Cl)Cl,1,26
[BH3-][P+](CC)(CC)C1=CCCCC1,[2H]C(Cl)(Cl)Cl,1,-39.3
C=CB(N(CC)CC)N(CC)CC,[2H]C(Cl)(Cl)Cl,1,31.1
CCO[Si](C)(C)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,33
CC(C)O[P+]([BH2-]C(Cl)Cl)(OC(C)C)OC(C)C,[2H]C(Cl)(Cl)Cl,1,-26.2
CN(C)[Si](C)(C)CB1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,33.7
CB(Cl)C([Si](C)(C)C)([Si](C)(C)C)[Sn](C)(C)Cl,[2H]C(Cl)(Cl)Cl,1,71.4
C[P+](C)(C)[Re-4]([C+]=O)([P+](C)(C)C)[P+](C)(C)C.[BH4-],[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,18.1
CCOCC.C[Si](C)(C)N([Mg+])[Si](C)(C)C.[BH4-],[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-37.8
[N-]=[N+]=N[B-](N=[N+]=[N-])(c1c(F)c(F)c(F)c(F)c1F)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,1,1.4
C[N+]1(C)C(c2c(F)c(F)c(F)c(F)c2F)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-15.7
[N-]=[N+]=N[B-](N=[N+]=[N-])(c1c(F)cccc1F)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,1,2
[N-]=[N+]=N[B-](N=[N+]=[N-])(c1ccccc1F)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,1,3
C[N+](C)(C)[B-](c1ccccc1F)(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-7
N#CCC/C=C\c1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.2
N#CCC/C=C\c1ccccc1[B-](F)(F)F.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.85
N#CCC/C=C\c1cccc([B-](F)(F)F)c1.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,3
C=CCC(=CB(Cl)Cl)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,52.5
ClB1C=C(c2ccccc2)CC(Cl)C1,[2H]C(Cl)(Cl)Cl,1,62.3
C[N+]1(C)C(c2ccc(F)cc2)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-14.6
C[B-](C)=C1C=Cc2ccccc21.[Li+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,55.41
CON(C)C(=O)/C=C/c1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,1.76
C[N+]1(C)C(c2ccccc2)[B-]1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-15.1
O.[BH3-][n+]1c(C)c(C)n(C)c1C(=C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O.[Li+],[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-22.9
[BH3-]n1c(C)c(C)n(C)[c+]1[Mn-5]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O.[Li+],[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-22.3
C[N+]12CC(=O)O[B-]1(c1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,11.21
CB(C)C1C=Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,90
CB1C=C(C)c2ccccc2C1,[2H]C(Cl)(Cl)Cl,1,69.6
C[NH+](C)C(c1ccccc1F)[B-](O)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,-8
C[Si](C)(C)C#CB1Oc2ccccc2S1,[2H]C(Cl)(Cl)Cl,1,37
C[Si](C)(C)C#CB1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,1,23
CN(C)C/C=C/c1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,2.8
C[N+](C)(C)[B-](c1ccccc1)(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-6.2
C[N+](C)(Cc1ccccc1)[BH-](C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-8.2
C[NH+](C)C(c1ccccc1)[B-](O)(C(F)(F)F)C(F)(F)F,[2H]C([2H])([2H])C#N,1,-6.9
CCN1CC=CB1c1ccccc1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,39.4
CB(C#Cc1ccccc1)N(C)C,[2H]C(Cl)(Cl)Cl,1,35.1
O=S(=O)(O[B@-]12CCCC3=[N+]1[C@@H](C=C3)CCC2)C(F)(F)F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,13.9
O=S(=O)(O[B@@-]12CCCC3=[N+]1[C@@H](C=C3)CCC2)C(F)(F)F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,13.9
CC/C(I)=C(\CC)[B-](I)(I)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,1,-13.9
CC/C(I)=C(/CC)[B-](I)(I)[n+]1ccccc1,[2H]C(Cl)(Cl)Cl,1,-20.8
O=C(O)CNC(=O)CNCc1ccc(B(O)O)cc1,[2H]OC([2H])([2H])[2H],1,30.79
CC1(C)COB(c2ccccc2)OC1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,26.5
CC[N+]1(CC)Cc2ccccc2O[B-]1(Cl)Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,7.7
CB1O[C@H](c2ccccc2)[C@H](C)N1C,[2H]C(Cl)(Cl)Cl,1,34
OB(O)c1ccccc1CN1CCCC1,[2H]OC([2H])([2H])[2H],1,8.3
CC1(C)OB(c2cccnc2)OC1(C)C,[2H]C(Cl)(Cl)Cl,1,31
Cn1cc[n+](C)c1.c1ncn([BH-](n2cncn2)n2cncn2)n1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-0.4
[BH3-][P+]1(c2ccccc2)CC=C(C)C1,[2H]C(Cl)(Cl)Cl,1,-35.78
C[N+](C)([BH2-]C#N)CC(O)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-13.62
[BH3-][N+]1(Cc2ccccc2)CCCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-11.8
[BH3-][N+]1(Cc2ccccc2)CCOCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-12.4
CC[N+]1(CC)[BH2-]Oc2ccccc2C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,0.2
C[C@H]1[C@@H](c2ccccc2)O[B-](C)(O)[N+]1(C)C,[2H]C(Cl)(Cl)Cl,1,8.1
[BH3-][P+]1(c2ccccc2)CCCCC1,[2H]C(Cl)(Cl)Cl,1,-35.9
C/C=C\B1C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,80.6
CC(C)B(C1=CC=CC1)C(C)C,[2H]C(Cl)(Cl)Cl,1,72
C[B-](C1=CC=CC1)=[N+](C(C)C)C(C)C,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,33.9
CCN(CC)[B-](C#[N+]C(C)(C)C)(C(F)(F)F)C(F)(F)F,[2H]C([2H])(Cl)Cl,1,-5.7
C[C@@H]1C[C@H]2C[C@@H]([C@H]1[BH2-]C#N)C2(C)C.[Li+],[2H]C(Cl)(Cl)Cl,1,-28.1
CC[B-]1(CC)CCCc2cccn21,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-7.6
BrCCCB1C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,86.6
Br[Mg]CCCB1C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,78.2
CC1(C)CC12CCCCCCB2Cl,[2H]C(Cl)(Cl)Cl,1,75.7
CN(C)B(C[P+](C)(C)[Fe-5]([C+]=O)([C+]=O)([C+]=O)[C+]=O)N(C)C,[2H]C(Cl)(Cl)Cl,1,31.5
[BH3-][NH+](CCCC)Cc1ccccc1,[2H]C(Cl)(Cl)Cl,1,-17.88
[BH3-][NH+](CCCC)Cc1ccccc1,[2H]OC([2H])([2H])[2H],1,-14.9
CCOB(CC)CCCc1ccc[nH]1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,54.8
CC1(C)CC12CCCCCCB2N=[N+]=[N-],[2H]C(Cl)(Cl)Cl,1,65
CC(C)(C)N1C=CN(C(C)(C)C)B1C#N,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,12
CC(C)(C)N1C=CN(C(C)(C)C)B1N=C=O,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,14.7
[BH3-][P+](OC)(c1ccccc1)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,-39.4
CCB(CC)CCCC1=[NH+]CC=C1.O=S(=O)([O-])C(F)(F)F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,86.4
C[Si](C)(C)[N+](=[B-](Cl)C1=CC=CC1)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,1,43.5
CCOP(CN=[N+]=[N-])(OCC)=[O+][B-](Cl)(Cl)C1CCCCC1,[2H]C(Cl)(Cl)Cl,1,11.7
CC(OB1OCC(C)(C)CO1)C(C)(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,17.5
CCB1C(CC)=C(C)[Sn](C)(C)C1C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,75.2
CCB(CC)/C(CC)=C(/C)[Sn](C)(C)Cl,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,82.3
CC(C)O[P+](OC(C)C)(OC(C)C)[BH-](C(Cl)Cl)C(Cl)Cl,[2H]C(Cl)(Cl)Cl,1,-14.2
C[Si](C)(C)NB1C2CCCC1CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,54.6
CCB1O[Si](C)(C)[C@H](C)C1(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,58.7
CC(C)O[Si](C)(C)B1OC(C)(C)C(C)(C)O1,[2H]C(Cl)(Cl)Cl,1,33.1
CC(C)N(B(Cl)CCC[Si](C)(C)Cl)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,38.6
CC(C)N(B1CCC[Si]1(C)C)C(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,53.2
CC1CCB(N[Si](C)(C)CC[SiH](C)C)C1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,58.3
CCN(CC)B(OC(C)C)N(CC)CC,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.9
CC(C)OB(CCC[SiH](C)C)OC(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,29.8
[BH3-][N+](CCCC)(CCCC)C(C)C,[2H]C(Cl)(Cl)Cl,1,-14.06
CC1CCB(N(O[Si](C)(C)C)[Si](C)(C)C)C1,[2H]C(Cl)(Cl)Cl,1,55.1
CB(OC(C)C)C([Si](C)(C)C)[Si](C)(C)C,[2H]C(Cl)(Cl)Cl,1,52.2
CB(C([Si](C)(C)C)[Si](C)(C)N(C)C)N(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,44.8
Fc1c(F)c(F)c2c(c1F)B(Br)c1c(F)c(F)c(F)c(F)c1-2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,59.1
[N-]=[N+]=NB(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]c1c([2H])c([2H])c(C([2H])([2H])[2H])c([2H])c1[2H],1,43.9
CCCC[N+](CCCC)(CCCC)CCCC.O[B-](F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,[2H]C([2H])(Cl)Cl,1,1.3
Fc1cccc(F)c1B(Cl)c1c(F)cccc1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,60.5
[N-]=[N+]=NB(c1c(F)cccc1F)c1c(F)cccc1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,44.5
BrB1c2ccccc2Oc2ccccc21,[2H]C(Cl)(Cl)Cl,1,52.3
Fc1ccccc1B(Cl)c1ccccc1F,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,61
c1cc[nH+]cc1.c1ccc2c(c1)O[B-]1(O2)Oc2ccccc2O1,[2H]O[2H],1,13.5
F[B-](F)(F)c1ccc(/C=C/c2ccco2)cc1.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,3.84
F[B-](F)(F)c1ccc(/C=C/c2cccs2)cc1.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,3.56
[BH2-]1c2ccccc2-c2ccccc21.[Li+],[2H]C(Cl)(Cl)Cl,1,-22.3
[BH2-]1Oc2ccccc2-c2ccccc21.[Li+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-3.9
C/C(=C/CCC#N)c1ccc([B-](F)(F)F)cc1.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,1.78
COc1ccc(/C=C\CCC#N)cc1[B-](F)(F)F.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,3.45
c1ccn(B(n2cccc2)n2cccc2)c1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,27.5
CCCC[N+](CCCC)(CCCC)CCCC.CCOC(=O)C(C)/C=C\c1ccc([B-](F)(F)F)cc1.[K+],[2H]C(Cl)(Cl)Cl,1,1.68
C=C(N)C[N+]12CC(=O)O[B-]1(c1ccccc1)OC(=O)C2,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,12
[BH3-]P(=O)(c1ccccc1)c1ccccc1.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-35.7
CC(C)(C)C#CB1Oc2ccccc2S1,[2H]C(Cl)(Cl)Cl,1,38
CC(C)(C)C#CB1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,1,24
C#CB1Oc2ccc(C(C)(C)C)cc2O1,[2H]C(Cl)(Cl)Cl,1,24.3
[BH3-]P(c1ccccc1)c1ccccc1.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-30.1
[BH3-]P(=S)(c1ccccc1)c1ccccc1.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-31.3
[BH3-]P(=[Se])(c1ccccc1)c1ccccc1.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-30.3
[BH3-]P(=[Te])(c1ccccc1)c1ccccc1.[K+],[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-28.1
CCN(CC)B(c1ccc(Br)s1)c1ccc(Br)s1,[2H]C(Cl)(Cl)Cl,1,34
CC/C(I)=C(\CC)B1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,1,31.1
CC/C(I)=C(/CC)B1Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,1,29.1
Cn1cc[n+]([BH2-]n2ccc3ccccc32)c1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-9.5
[BH3-][PH+](c1ccccc1)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-41.3
C[Si](C)(C)C1(B(Br)Br)C=Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,50.2
C[Si](C)(C)C1(B(Cl)Cl)C=Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,49.1
OC1(c2ccc([B-](F)(F)F)cc2)CCCCC1.[K+],[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],1,3.94
Cc1ccc2c(c1)SB(C#C[Si](C)(C)C)S2,[2H]C(Cl)(Cl)Cl,1,47
C[N+](C)(C)[B-](Cc1ccccc1)(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-6
C[N+](C)(CC(O)c1ccccc1)[BH-](C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-8
C=C1C[B-](=[N+](C)C)Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,44.8
CC1=C[B-](=[N+](C)C)Cc2ccccc21,[2H]C(Cl)(Cl)Cl,1,39.2
[BH2-](n1ccc2ccccc21)[O+]1CCCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,2.6
CCN(CC)B(c1cccs1)c1cccs1,[2H]C(Cl)(Cl)Cl,1,35
CN(C)B(C#Cc1ccccc1)N(C)C,[2H]C(Cl)(Cl)Cl,1,24
CC1(C)OB(Nc2ccccc2)OC1(C)C,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,24.1
CC(=O)O[B-]12CCCC3=[N+]1C(C=C3)CCC2,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,2
Cc1n(C)cc[n+]1C.c1ncn([BH-](n2cncn2)n2cncn2)n1,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],1,-0.4
[BH3-][P+](CC=C)(CC=C)c1ccccc1,[2H]C(Cl)(Cl)Cl,1,-37.7
CC[N+](CC)(CC)[B-]1(Cl)Oc2ccccc2O1,[2H]C(Cl)(Cl)Cl,1,13.3
CC[P+](CC)(CC)[B-]1(Cl)Oc2ccccc2O1,[2H]c1c([2H])c([2H])c([2H])c([2H])c1[2H],1,11.4
Cc1ccc(C(O)C[N+](C)(C)[BH2-]C#N)cc1,[2H]C(Cl)(Cl)Cl,1,-13.3
COc1ccc(C(O)C[N+](C)(C)[BH2-]C#N)cc1,[2H]C(Cl)(Cl)Cl,1,-13.2
CN(C)B(C[P+](C)(C)[Cr-6]([C+]=O)([C+]=O)([C+]=O)([C+]=O)[C+]=O)N(C)C,[2H]C(Cl)(Cl)Cl,1,32.67
CC(C)/N=C1C(=N/C(C)C)\[N+](C)(C)[B-]\1(C(F)(F)F)C(F)(F)F,[2H]C(Cl)(Cl)Cl,1,-3.9
[BH3-][N+]1(Cc2ccccc2)CCCCC1,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])C1([2H])[2H],1,-10.8
[BH3-][P+2](c1ccccc1)N1CCCC1COC,[2H]C(Cl)(Cl)Cl,1,-41.3
[BH3-][N@@+](C)(Cc1ccccc1)[C@@H](C)C(=O)OC,[2H]C(Cl)(Cl)Cl,1,-10
[BH3-][N@+](C)(Cc1ccccc1)[C@@H](C)C(=O)OC,[2H]C(Cl)(Cl)Cl,1,-10.5
[BH3-][P+]1(c2ccccc2)C[C@@H](C)[C@@H](C)C1,[2H]C(Cl)(Cl)Cl,1,-33.8
