compound_id,Smiles,source_doi,nmr_11b_frequency_mhz,nmr_11b_solvent,nmr_11b_shifts_ppm
3s,CC1(C)OB([C@@H]2[C@H](c3ccc4c(c3)CCCO4)[C@@]2(C)c2ccccc2)OC1(C)C,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.7
3t,CC(C)(C)OC(=O)N1CCCc2cc([C@H]3[C@@H](B4OC(C)(C)C(C)(C)O4)[C@]3(C)c3ccccc3)ccc21,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,32.7
3u,Cc1ccc([C@@]2(C)[C@H](B3OC(C)(C)C(C)(C)O3)[C@@H]2c2ccccc2)cc1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,37.8
3v,Cn1c([C@@H]2[C@@H](B3OC(C)(C)C(C)(C)O3)[C@]2(C)c2ccc(F)cc2)cc2ccccc21,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.6
3w,COc1ccc([C@@]2(C)[C@H](B3OC(C)(C)C(C)(C)O3)[C@@H]2c2ccccc2)cc1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.8
3x,COc1cccc([C@@]2(C)[C@H](B3OC(C)(C)C(C)(C)O3)[C@@H]2c2ccc3c(ccn3C)c2)c1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.2
3y,Cc1cccc([C@@]2(C)[C@H](B3OC(C)(C)C(C)(C)O3)[C@@H]2c2ccccc2C)c1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.5
3z,Cc1ccccc1[C@H]1[C@@H](B2OC(C)(C)C(C)(C)O2)[C@]1(C)c1ccc(Cl)cc1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.8
3aa,CC(C)[C@]1(c2ccccc2)[C@H](B2OC(C)(C)C(C)(C)O2)[C@@H]1c1ccc2c(ccn2C)c1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,33.4
3ab,CC(C)(C)OC(=O)N1CCC2(CC1)[C@H](B1OC(C)(C)C(C)(C)O1)[C@@H]2c1ccccc1,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,32.9
,CC1(C)OB(C[C@@H]2[C@H](c3ccccc3)[C@@]2(C)c2ccccc2)OC1(C)C,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,34.7
,CC1(C)OB(C[C@@H]2[C@H](CB3OC(C)(C)C(C)(C)O3)[C@@]2(C)c2ccccc2)OC1(C)C,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,34.8
,C[C@@]1(c2ccccc2)[C@@H](c2ccccc2)[C@H]1[B-](F)(F)F.[K+],10-1039_d2sc05789a,128.4,[2H]C([2H])([2H])C(=O)C([2H])([2H])[2H],4.66
,CC1(C)OB([C@@H]2[C@H](O)[C@@]2(C)c2ccccc2)OC1(C)C,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,31.9
,CC1(C)[C@@H]2C[C@H]3OB([C@@H]4[C@H](B5O[C@@H]6C[C@@H]7C[C@@H](C7(C)C)[C@]6(C)O5)[C@@]4(C)c4ccccc4)O[C@@]3(C)[C@H]1C2,10-1039_d2sc05789a,128.4,[2H]C(Cl)(Cl)Cl,32.2
(Z)-4c,CC1(C)OB(C2CCCC2)OC1(C)C,10-1039_d3cc01767b,128,[2H]C(Cl)(Cl)Cl,33.7
(Z)-8c,CC1(C)OB(C2CCC(Br)C2)OC1(C)C,10-1039_d3cc01767b,193,[2H]C(Cl)(Cl)Cl,33.2
(Z)-9c,CC1(C)OB(C2CCC(Cl)C2)OC1(C)C,10-1039_d3cc01767b,193,[2H]C(Cl)(Cl)Cl,33.3
(Z)-12c,CC(C)(CB1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_d3cc01767b,193,[2H]C(Cl)(Cl)Cl,32.1
(Z)-15c,Cc1ccc(C(C)(C)CB2OC(C)(C)C(C)(C)O2)cc1,10-1039_d3cc01767b,193,[2H]C(Cl)(Cl)Cl,32.2
(Z)-16c,CC(C)(C)c1cc(Br)cc(C(C)(C)CB2OC(C)(C)C(C)(C)O2)c1,10-1039_d3cc01767b,193,[2H]C(Cl)(Cl)Cl,32.1
(Z)-18c,CC1(C)OB(C[Si](C)(C)CCOC(=O)c2ccc(Cl)cc2)OC1(C)C,10-1039_d3cc01767b,128,[2H]C(Cl)(Cl)Cl,32.5
(Z)-21c,CC[Si](CC)(CCB1OC(C)(C)C(C)(C)O1)c1ccccc1,10-1039_d3cc01767b,128,[2H]C(Cl)(Cl)Cl,33.3
(2i),COC(=O)c1cc(B2OC(C)(C)C(C)(C)O2)c(N)cc1OC,10-1039_d3ra07558c,128,[2H]C(Cl)(Cl)Cl,31.02
(2q),CN1CCCc2cc(B3OC(C)(C)C(C)(C)O3)ccc21,10-1039_d3ra07558c,193,[2H]C(Cl)(Cl)Cl,31.12
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CC2CCCCC2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.09
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCCl)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.87
,CCC/C(=C\S(=O)(=O)F)B1OC(CC)(CC)C(CC)(CC)O1,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,28.94
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCc2ccccc2)OC1(CC)CC,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,28.27
,CCCCCCCCCC/C(=C\S(=O)(=O)F)B1OC(CC)(CC)C(CC)(CC)O1,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,29.41
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2(F)CC2)OC1(CC)CC,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,28.99
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2CC(F)(F)C2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.01
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2CCC2)OC1(CC)CC,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,29.37
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2CCCC2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.98
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)[C@@H]2C[C@H]2c2ccccc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.06
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2CCC(C)CC2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.88
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)CCCOC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.3
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccccc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.98
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(C(C)(C)C)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.87
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(C)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.18
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(-c3ccccc3)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.23
,CCCCCc1ccc(/C(=C\S(=O)(=O)F)B2OC(CC)(CC)C(CC)(CC)O2)cc1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.42
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(F)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.33
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(Cl)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.19
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccccc2C)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,28.76
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(OC)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.66
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc(Oc3ccccc3)cc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.21
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccc3ccccc3c2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.26
,CCC1(CC)OB(/C(=C/S(=O)(=O)F)c2ccsc2)OC1(CC)CC,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,29.09
,CC1(C)OB(C(CCc2ccccc2)CS(=O)(=O)F)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.53
(6c),Cc1cc(C)cc(CCC(CS(=O)(=O)F)B2OC(C)(C)C(C)(C)O2)c1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.79
(6d),CC1(C)OB(C(CCc2ccc(-c3ccccc3)cc2)CS(=O)(=O)F)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.74
(6e),CC(C)(C)c1ccc(CCC(CS(=O)(=O)F)B2OC(C)(C)C(C)(C)O2)cc1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.68
(6f),CC1(C)OB(C(CS(=O)(=O)F)C2CCCCC2)OC1(C)C,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,32.62
(6g),CCCCC(CS(=O)(=O)F)B1OC(C)(C)C(C)(C)O1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.33
(6h),CC1(C)OB(C(CCCCBr)CS(=O)(=O)F)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.28
(6i),CC1(C)OB(C(Cc2ccccc2)CS(=O)(=O)F)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.25
(6j),CCCCCCCCCCC(CS(=O)(=O)F)B1OC(C)(C)C(C)(C)O1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.5
(6k),CC1(C)OB(CCC(CS(=O)(=O)F)B2OC(C)(C)C(C)(C)O2)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,34.02
(6l),CCCC[C@H]1CC[C@H]([C@H]2CC[C@@H]([C@@H](CS(=O)(=O)F)B3OC(C)(C)C(C)(C)O3)CC2)CC1,10-1039_d3sc03101b,160,[2H]C(Cl)(Cl)Cl,32.83
(6m),Cc1ccc(C2CCC([C@H]3CC[C@@H]([C@@H](CS(=O)(=O)F)B4OC(C)(C)C(C)(C)O4)CC3)CC2)cc1,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.2
(6n),CC1(C)OB(C(CCCOC(=O)c2ccccc2)CS(=O)(=O)F)OC1(C)C,10-1039_d3sc03101b,128,[2H]C(Cl)(Cl)Cl,33.37
(1t),F[B-](F)(F)F.O=C(Cc1ccccc1)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.25
(1u),F[B-](F)(F)F.O=C(CCc1ccccc1)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.17
(1a),COC(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.13
(1d),CC(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
(1g),COc1ccc(P(=C([I+]c2ccccc2)C(C)=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.18
(1h),CC(=O)C([I+]c1ccccc1)=P(c1ccc(C)cc1)(c1ccc(C)cc1)c1ccc(C)cc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.19
(1i),CC(=O)C([I+]c1ccccc1)=P(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)c1ccc(Cl)cc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.23
(1k),CC(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccn1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.12
(1l),CC(=O)C([I+]c1ccc(C)cc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.26
(1m),COc1ccc([I+]C(C(C)=O)=P(c2ccccc2)(c2ccccc2)c2ccccc2)cc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
(1o),CC(=O)C([I+]c1ccc(Cl)cc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
(1p),CC(=O)C([I+]c1ccccc1Cl)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.19
(1q),CCCC(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.19
(1r),CC(C)C(=O)C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1.F[B-](F)(F)F,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
(1s),F[B-](F)(F)F.O=C(C([I+]c1ccccc1)=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,10-1039_d4sc06166g,128,[2H]C([2H])([2H])S(=O)C([2H])([2H])[2H],-1.22
(4a),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)OC,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29
(4b),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)OC(C)(C)C,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.1
(4c),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=C[C@H]1C(=O)OCC(C)CC,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.7
(4d),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.4
(4e),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1C(=O)Oc1ccc(OC)c(OC)c1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.7
(6a),C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,32.4
(6b),C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1c1ccccc1C,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,34.8
(6c),C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1c1ccc(Br)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,33.9
(6d),C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1c1ccsc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,34.1
(6e),C=CC1CC(B2OC(C)(C)C(C)(C)O2)(B2OC(C)(C)C(C)(C)O2)C=C1CCCC,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,33.6
(7a),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.9
(7b),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.2
(7c),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C)c(C)c1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29
(7d),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(CBr)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.5
(7e),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(OC)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.1
(7f),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(O)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.2
(7g),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(Cl)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.9
(7h),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)[O-])C(O)c1ccc([N+](=O)[O-])cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.3
(7i),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)[O-])C(O)c1cc([N+](=O)[O-])ccc1Cl,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.4
(7j),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C(C)=O)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.3
(7k),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C(=O)OC)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.1
(7l),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(OC(C)=O)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.2
(7m),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccc(C#N)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.4
(7n),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1cccs1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.6
(7o),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)c1ccoc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.1
(7p),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)/C=C/c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.62
(7q),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)/C=C/c1ccc(OC)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.4
(7r),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)/C=C/CCC,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.9
(7s),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)C1CCCCC1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.2
(7t),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC)C(O)C1CCCC1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.5
(8a),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OCc1ccccc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.5
(8b),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OCc1ccc(OC)cc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.2
(8c),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)Oc1ccccc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.7
(8d),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.2
(8g),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(c1ccccc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.5
(8h),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(c1ccc(Br)cc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.9
(8i),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(c1ccsc1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.9
,C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)Oc1ccc2c(c1)CC[C@@H]1[C@H]3CCC(=O)[C@]3(C)CC[C@@H]21)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29
,C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC1(C(=O)OC1CCC2=CC[C@H]3[C@@H]4CC[C@H]([C@H](C)CCCC(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C1)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.3
,C=CC1CC(B2O[C@@H]3C[C@@H]4C[C@@H](C4(C)C)[C@]3(C)O2)=CC1(C(=O)OC)C(O)c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.7
(10a),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC12C(=O)OC2c1ccccc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.3
(10b),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC12C(=O)OC2c1ccc([N+](=O)[O-])cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,30.2
(10c),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC12C(=O)OC2c1ccc(Cl)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.8
(10d),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC12C(=O)OC2c1ccccc1Br,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29.1
(10e),C=CC1CC(B2OC(C)(C)C(C)(C)O2)=CC12C(=O)OC2c1ccc(C)cc1,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,29
(11a),CC1(C)OB(C2=CC3(C(O)c4ccccc4)C(=O)OC(CI)C3C2)OC1(C)C,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,27.1
(11b),CC1(C)OB(C2=CC3(C(O)c4ccc(Cl)cc4)C(=O)OC(CI)C3C2)OC1(C)C,10-1039_d4sc06514j,128,[2H]C(Cl)(Cl)Cl,28.6
,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2cccc([BH2-][N+](C)(C)C)n2)cc1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.8
,C[N+](C)(C)[BH2-]c1cc(C#N)ccc1C#N,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.3
,C[N+](C)(C)[BH2-]c1cc(S(=O)(=O)c2ccccc2)ccc1C#N,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.4
(Z)-3c,Cc1cc([BH2-][N+](C)(C)C)nc2ccccc12,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.3
(Z)-4c,C[N+](C)(C)[BH2-]c1cc(-c2ccccc2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.3
(Z)-5c,Cc1ccc(-c2cc([BH2-][N+](C)(C)C)nc3ccccc23)cc1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.2
(Z)-6c,COc1ccc(-c2cc([BH2-][N+](C)(C)C)nc3ccccc23)cc1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.2
(Z)-7c,C[N+](C)(C)[BH2-]c1cc(-c2ccc(OC(F)(F)F)cc2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.5
(Z)-8c,C[N+](C)(C)[BH2-]c1cc(-c2ccc(F)cc2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.4
(Z)-9c,C[N+](C)(C)[BH2-]c1cc(-c2cccc(C(F)(F)F)c2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.5
(Z)-10c,C[N+](C)(C)[BH2-]c1cc(-c2cccc(C#N)c2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.6
(Z)-11c,C[N+](C)(C)[BH2-]c1cc(-c2ccsc2)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.2
(Z)-12c,COc1cc([BH2-][N+](C)(C)C)nc2ccccc12,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.2
(Z)-13c,C[N+](C)(C)[BH2-]c1cc(O)c2ccccc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-2.8
(Z)-17c,C[N+](C)(C)[BH2-]c1cc(Cl)c2ccc(Cl)cc2n1,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-4.1
(Z)-18c,COc1cc2nc([BH2-][N+](C)(C)C)cc(Cl)c2cc1OC,10-1039_d5gc03231h,128,[2H]C(Cl)(Cl)Cl,-3.1
